idnum,HomeScorer_LeaveUnscored
 78693063405571,0.249341738282114
242078332483604,7.831798552430103
 78196062957591,5.042456218536462
  2460499892258,4.881106919554477
 54824778993702,6.979637325381653
 78599521671211,0.336656410186610
154518904768556,7.499553492839037
231302186504237,5.130539380036196
 34803236755502,6.179091388597252
 78427392497711,1.489767332336522
 10706864085044,0.836898500501133
248001133000764,8.402707602767327
 26772162345024,0.479376140700182
280105012518998,0.314583396265708
 62085261430872,0.574399358209513
 26462240221882,5.912791810179870
 30587339894459,6.863058722637819
105154931750474,4.596072499327821
 57821403722430,6.121397024737909
125292344815735,8.002774086351581
160145369270403,1.560243159127370
119739271327883,9.399920454670134
182960956725396,4.450329913801330
 26889675858072,4.358339209721313
234028499691680,0.221774193548387
  4298295898481,0.814189391456586
156164549023912,0.395931656425659
265514531131568,0.062460913070669
 36811893911729,3.613390913407740
 93597654702258,0.176223060094028
 14881608902835,4.711855658633481
230442195574964,7.214046773813950
 91828924344507,2.534013216047008
243452559184062,6.222979195214459
179128147660994,0.083870967741935
 63970758414533,0.580850041715057
256768913598671,2.696599093861721
 91368908755158,1.910708301977808
252522782277847,0.575385301117234
  3009204510936,7.722949012388385
222329328152796,7.792051708712069
159120539515102,5.286588892972413
 26350557329632,7.533836552294773
155053276606693,8.983910363165073
 89841799508198,4.927686005147287
 69088844542185,10.279354654276743
272801878231283,4.463072001413090
 79541804271865,0.606481070229360
264270933815548,7.350448392210175
269174771437824,2.595989177324749
163355054186539,5.933566994797068
154670522208518,3.607807679907971
148049154623751,2.460799624094261
213413003366666,0.866517850513219
198362355689742,0.222034889726375
228620363698447,5.501334545318675
162262779883799,1.536104450976846
159842990934298,6.304923577340893
233791796824354,5.378761293520525
116203807775025,3.300165751517590
226160550652225,2.194966682297494
   687482356036,0.189750290360046
 19493773013317,1.169288679588477
182909204269508,1.221641248804265
190672654068045,2.761845761837926
247079360651600,1.461848990916140
222390226495829,7.870940807881106
 32747240832399,0.282012195121951
165422120583516,8.901242616661866
 87200106510686,6.262440356706396
268022198430049,1.675781883195183
 15812572506467,7.134850571851527
 72598895824051,6.097309321232216
103998668734824,5.960952232717674
180296162449769,6.311962527731158
164419791851886,6.848472920815793
  6859238504816,3.712638936860760
256291690582385,6.799536514265318
 66125457873266,2.027935221634347
134266912495987,0.386476261533985
 55261267238643,0.036363636363636
178970748045376,0.464396116680155
144418957099397,3.764237304837738
196560226996614,1.302988788795969
138988959695241,4.368046460445187
238463093936523,1.906085855377199
183624801335708,5.388664421656725
246831820259741,7.544039327379845
222428331162014,5.914723101167118
 74073915347361,6.440746096249645
243365369944483,2.988895626162180
 74137902578092,1.078498319187289
 96189576534446,0.094957983193277
 10602485961135,7.580810447296162
238662746084424,3.635235975148110
108869910518195,7.422225825162225
210856786782650,1.948943550646837
 28932197691835,7.942415533351890
 50252874890314,7.020124429893889
 98818113946047,3.209407696292017
210722390024641,1.619512195121951
 75113946659266,7.382095738551182
 42740464486852,3.457342657342657
166381253951942,3.528666477847128
142704612522439,2.124921230132953
252441858907212,2.929649999472656
109380464763339,7.399373744535034
163337081307597,5.634249084249084
156645813221840,8.279568470744941
 69102968507470,4.439473481354427
265303199619546,7.507056014163580
241121719167452,1.365055877931522
 80321470960093,5.162242109303563
 53422652776927,0.854535064335727
 59446711544290,8.232234697256459
268300635621859,7.895641815091287
