idnum,HomeScorer_LeaveUnscored,ClustersMLProbScorer_LeaveUnscored,logistic_ensemble_regularization_factor=1e-06,logistic_ensemble_regularization_factor=0.5
        1257163,-1.067166850803963,-0.849773162955160,0.499599911754743,0.223060153402375
        3666201,-1.117741884919572,-0.674058399768670,0.499628424174818,0.271927799886855
        3762856,-0.095460726458744,-0.045534549602555,0.499970910474696,0.483465675785447
        4643202,-1.125252716325737,-0.897461430916804,0.499577819532810,0.211153457735461
        8264703,-0.906792527655315,-0.719580151117957,0.499660584191063,0.257946201852711
        8713623,2.022042745176478,1.403047262911012,0.500712561234650,0.886513841296546
       10216085,-0.208325658765401,-0.416648223625030,0.499866780718033,0.350308297929061
       10454613,0.444809478372500,-0.354837702877985,0.500010918340263,0.368756958450214
       12830381,-0.519889355863632,-0.630809127666898,0.499757431881543,0.282640928806762
       13579059,-0.726841500531362,-0.589850630519429,0.499725067849363,0.295988666110662
       14444511,-1.389250356818645,-0.944206961764696,0.499514775907171,0.200553473635232
       14813380,0.280090947536386,-0.367411935583340,0.499975229813643,0.365107100229191
       15145794,0.502329897235010,-0.413164924337887,0.500009595639691,0.348502915951639
       15666050,-0.135935930107431,-0.640515254225915,0.499832044975844,0.278286582446074
       16030619,-1.463417712240497,-0.944206961764696,0.499499950988138,0.200773405345101
       18403675,0.601014567451960,-0.113324717185394,0.500095225266113,0.455080541906697
       20688811,-1.137434105940894,-0.815496664498582,0.499593400276814,0.232278428147734
       22256316,-0.607566292182278,-0.095387809534323,0.499857590706080,0.467281176543371
       24755307,-1.392263497400520,-0.918806422171549,0.499519756590057,0.206706766698026
       26276859,-0.329280142187337,-0.111386388693832,0.499909699455007,0.460066908756613
       26484175,2.405784916483862,1.804223154854795,0.500877442435168,0.933824381836468
       27194025,1.556669696087724,0.878517057161478,0.500504250209347,0.782747610083376
       27472397,0.591450913101141,0.324414805968382,0.500189527572338,0.616096396175735
       27905466,0.275223981432085,-0.240309489054577,0.500002193749077,0.410095571294749
       28562031,-1.051286122041135,-0.703517536984684,0.499635232636356,0.263076747045127
       32088949,-1.459893074793727,-0.944206961764696,0.499500655509191,0.200762949497181
       32209495,0.816050554780180,0.995252306119603,0.500381869819889,0.812993953923444
       32228579,-0.944046238718267,-0.876116439662059,0.499618731513013,0.215938254525595
       32388948,-0.837192587779321,-0.838779984244889,0.499648296377304,0.225172439849308
       33848378,1.144477138885061,2.058585062961622,0.500681234600633,0.954771279133906
       35886541,1.251206041784947,1.084989190424940,0.500488574664336,0.831374905146562
       37935529,-0.854725637645929,-0.777253555167163,0.499658315120817,0.241647605179604
       38529900,-0.896143981817282,-0.703536595012590,0.499666239001415,0.262515573728408
       39662473,-0.647220874348899,-0.856724515107122,0.499682324677870,0.219933340601298
       40491651,0.093961177781697,-0.053309716774135,0.500007064090131,0.479695679739193
       41839058,-1.149756325623454,-0.690027248404646,0.499618515068547,0.267353156267797
       42935543,-0.335205000981006,-0.266969521735594,0.499874318421903,0.403222656507240
       46861991,0.398832687892545,-0.404638932468516,0.499990782101324,0.351832427240656
       48025958,-1.034300933023548,-0.739085153305136,0.499630810057004,0.252861245061873
       50076758,-1.057820753700851,-0.720918363486345,0.499630101811176,0.258098564242484
       50381881,1.959057213093887,1.869920412164166,0.500802588606860,0.940096025192535
       50688849,0.238030727075732,-0.266581330882734,0.499988984901021,0.400814197912572
       51712238,-1.062680277336604,-0.813147699032405,0.499608858723680,0.232657060754053
       52301276,-0.670964740029897,-0.702795110673526,0.499711411887311,0.261924187879594
       52305841,-1.445586626984380,-0.944206961764696,0.499503515149052,0.200720513561733
       53815282,0.005953193572954,-0.110337943051962,0.499976937976806,0.458916114964975
       54159288,-0.892425852978705,-0.750151006628489,0.499656736483973,0.249264196339261
       54322946,-0.650215188079149,-0.566814048707745,0.499745447662788,0.302900232151836
       54866034,-0.942598329937344,-0.673178935307567,0.499663626010653,0.271546648841969
       57560196,-0.768869727146400,-0.850502450156364,0.499659376513451,0.221917974732400
       57895567,0.445188881361818,0.089389396281185,0.500108634070971,0.531238355699877
       58196362,-1.062926696263321,-0.847812981258266,0.499601190139286,0.223553716734022
       60575993,-1.208659486723985,-0.809793486120945,0.499580416951451,0.234034990209434
       60975052,0.920145682205443,0.782584280930374,0.500355933029306,0.759585862901454
       61279800,-0.141869280456540,-0.673815758347520,0.499823539630508,0.268441717111567
       61673048,1.746782788289524,2.508918385062736,0.500900607871116,0.976116403422756
       65348353,0.636581585037690,-0.156659115145147,0.500092809793901,0.438939958183248
       65797629,-0.177921121149615,-0.618361440266839,0.499828522118522,0.285130612719032
       68991036,-1.423218397353991,-0.944206961764696,0.499507986215726,0.200654178146815
       71240446,-0.270652126048506,-0.755270924649855,0.499779894271232,0.245701073445603
       72718694,-0.872535780266374,-0.726760199604792,0.499665853439814,0.255780783904301
       73166801,0.802794478050415,0.499497096735430,0.500270254545923,0.674867606134967
       73499309,0.650836138075103,0.395554104321905,0.500217033999003,0.640615421075124
       75390012,2.519300491295692,3.068321732595821,0.501177976597399,0.989340626307397
       76011693,-0.686417616564936,-0.822457503313324,0.499682021636634,0.228956573110203
       80662100,-1.043446230539046,-0.747096640022750,0.499627221149461,0.250641834645431
       81603853,0.069510527575859,-0.592340879499149,0.499883699208678,0.292161206355009
       83019021,-0.582114260783721,-0.786406236595790,0.499710794259800,0.238238523841592
       84317600,-0.978900326517014,-0.654768880350349,0.499660416271133,0.277147510656339
       87519714,-0.829397478296216,-0.488444219269022,0.499726857309332,0.328869167298884
       87624014,0.570527230888683,0.492810185308457,0.500222358080476,0.673619797486148
       88373450,-0.148219250493041,-0.462734092600335,0.499868665533161,0.334579596061071
       91675892,-0.317162390159406,-0.428210347995056,0.499842484579223,0.346848724248218
       91739717,-0.663977743339765,-0.840648179193757,0.499682508767388,0.224129228092639
       93289481,-0.641118988109731,-0.833494049624875,0.499688650342673,0.225916621321986
       95774621,0.758970209026632,0.485565393428235,0.500258432590088,0.670470013481977
       96198130,1.067583797271668,0.790289568666298,0.500387097264064,0.761183499437881
       98581287,-1.336411387361331,-0.933107566312229,0.499527777223284,0.203063211184505
      100041341,0.922476472124733,0.738564556287120,0.500346723509038,0.747382528455706
      102874632,0.586128659372364,0.745049876130021,0.500280918146133,0.750371287309564
      104812720,0.978073006754103,0.913079426036648,0.500396194277450,0.793147921866856
      104974358,0.595843844295519,-0.189465858489613,0.500077456103639,0.427110112932618
      105321867,1.172450839108905,1.580259309472143,0.500581691593629,0.911789169767740
      105642960,-0.923940897546918,-0.763059135982757,0.499647599935930,0.245786256335712
      108655817,0.886408155768280,0.408286391605360,0.500266919795066,0.643978571327582
      110278528,0.317173744733753,-0.215255435959082,0.500016085684763,0.418977705083002
      110507344,0.681964504417241,0.191690888025259,0.500178447520384,0.567914511084375
      115271771,-0.297021990524905,-0.772462682660334,0.499770844634528,0.241068313002055
      116429755,1.587232823500520,1.521296982119855,0.500651640379516,0.903789120930215
      117286282,0.008380031502236,-0.607023692412026,0.499868252905432,0.287883914779666
      117821048,-0.275023452909345,-0.672559930561179,0.499797200155142,0.269293894640161
      118360577,1.090318989381809,0.762903860184115,0.500385622382783,0.753600091667249
      119572611,-1.151458315897264,-0.783443602631039,0.499597642221326,0.240961400971566
      121318751,1.551368612704678,1.665522724062686,0.500676172044245,0.920989339100262
      121407795,-0.704209561683886,-0.628443645243202,0.499721108994538,0.284049421405339
      124726856,-0.211534519809791,-0.444720952837640,0.499859969006989,0.340851365943673
      125806967,-0.220908403756552,-0.346611241605591,0.499879659552809,0.374496630634194
      126837628,1.740993051509006,1.724585246590376,0.500727056783573,0.926930437260567
      127588095,-0.845810162167946,-0.632293112773180,0.499691959082239,0.283414411945006
      128166283,0.668831034546463,0.364438697427339,0.500213791826527,0.629783257523065
      128699208,-0.666876974265345,-0.794795580480021,0.499692007526404,0.236257409096046
      131722143,-1.445949258429748,-0.944206961764696,0.499503442664579,0.200721589119948
      132953585,1.057631660266326,0.820273182810285,0.500391698295479,0.769251764490256
      135869424,-0.456851844145085,-0.839829954528991,0.499724089933121,0.223675923782925
      136507530,0.543849964483042,0.188589511617352,0.500150158840287,0.567405727218154
      136563772,0.953660900478949,1.441826961605916,0.500507531830086,0.894090041945468
      138167699,-1.309373014174690,-0.816990813886414,0.499558703902673,0.232447846775179
      138197111,0.176648770862244,-0.445481241097571,0.499937393867410,0.338986667599232
      139594293,-0.422921724687897,0.208937895066131,0.499961388314205,0.579202936736484
      146556637,1.995810604926835,2.131106873010624,0.500867342940003,0.958599684726650
      146589912,-0.088363795892465,-0.657863904082287,0.499837740740317,0.272944161404617
      146654916,-0.863628704201042,-0.856333698481530,0.499639153943669,0.220720764493077
      146668200,-0.094226764325328,0.594967906370092,0.500111937802656,0.708742901243125
