,ExternalScorer_LeaveUnscored_file1_col1
2728165595.0,570.0
2880521510.0,572.0
2794472743.0,3342.0
3355780392.0,574.0
363750706.0,577.0
1938466099.0,578.0
2094727390.0,1949.0
3575465272.0,581.0
273895788.0,1880.0
1469015365.0,586.0
1617683788.0,589.0
2958140749.0,590.0
1897915727.0,591.0
1939383633.0,592.0
2697307475.0,3461.0
1368417620.0,594.0
1803011641.0,596.0
2568684888.0,597.0
1154467164.0,598.0
3971409246.0,599.0
3764143455.0,600.0
1731183970.0,602.0
3410019693.0,608.0
2200094066.0,2771.0
1236739443.0,610.0
835233154.0,613.0
1629496711.0,131.0
2325005705.0,616.0
1799652746.0,137.0
3211797899.0,618.0
3082794562.0,619.0
138167699.0,620.0
1489954197.0,621.0
1476494742.0,622.0
1142482327.0,623.0
2037712283.0,1762.0
4072318365.0,626.0
3115345311.0,627.0
1460618660.0,631.0
1297860013.0,231.0
272904435.0,1826.0
635291084.0,643.0
1800046030.0,644.0
558360016.0,646.0
2459084241.0,647.0
3968607702.0,649.0
2083562968.0,651.0
953476577.0,2558.0
897680871.0,386.0
1763665395.0,657.0
2126898676.0,658.0
3647849976.0,660.0
4021978617.0,661.0
2058618366.0,664.0
662488577.0,665.0
3080914437.0,1390.0
3734898185.0,668.0
913548811.0,669.0
4266337807.0,670.0
853501460.0,671.0
805750294.0,672.0
3027027480.0,507.0
435725854.0,675.0
2100676127.0,676.0
3802498599.0,534.0
3007915564.0,679.0
1234429485.0,680.0
535884040.0,681.0
2161788471.0,1373.0
2511439416.0,686.0
1698022969.0,687.0
4086146619.0,603.0
842294845.0,690.0
4168803909.0,693.0
1994379532.0,1838.0
3302123087.0,695.0
10454613.0,698.0
3393062486.0,699.0
3799115353.0,700.0
3531949659.0,701.0
2840495709.0,702.0
1122002527.0,703.0
2800633460.0,708.0
396691063.0,710.0
1615472252.0,713.0
2444273279.0,714.0
1872873092.0,716.0
3535808133.0,717.0
2440177287.0,718.0
432072329.0,780.0
449480333.0,721.0
2484930196.0,723.0
3666201.0,724.0
12830381.0,730.0
512681658.0,734.0
2549458627.0,3149.0
2602469060.0,3377.0
955357542.0,739.0
3120219847.0,741.0
4282705615.0,744.0
2077591249.0,745.0
339741137.0,746.0
2626951163.0,1712.0
3723120933.0,751.0
534554350.0,755.0
3183331061.0,1071.0
801151677.0,2899.0
54322946.0,1106.0
3614328581.0,1113.0
2623170318.0,766.0
1308763924.0,767.0
2536572694.0,768.0
3372730136.0,769.0
2548852512.0,2704.0
1813563172.0,774.0
1464133416.0,776.0
3378226997.0,779.0
4239607614.0,784.0
1143826247.0,785.0
3776816971.0,787.0
2423061474.0,788.0
512280408.0,795.0
1043089241.0,496.0
3775596378.0,797.0
3665520476.0,799.0
3474933600.0,1325.0
4031072098.0,801.0
444450661.0,802.0
849774440.0,804.0
1433962346.0,805.0
1952794477.0,806.0
2995955573.0,2260.0
1704225769.0,1282.0
2470291321.0,813.0
3565143937.0,1415.0
552560514.0,1417.0
2815600518.0,817.0
4290324359.0,818.0
2880883692.0,820.0
472389271.0,821.0
284764044.0,822.0
3582994324.0,824.0
2626771950.0,825.0
3688818588.0,829.0
1759545245.0,830.0
4072204192.0,831.0
3409389475.0,1494.0
2691467177.0,836.0
730261418.0,837.0
3902744498.0,840.0
3375097779.0,1532.0
54159288.0,845.0
3593717691.0,846.0
2302737397.0,3130.0
3393409355.0,850.0
1072588745.0,1586.0
865208268.0,1595.0
2184102221.0,143.0
4266641366.0,858.0
2923874264.0,859.0
3872409566.0,861.0
14444511.0,862.0
1813981160.0,864.0
2119559147.0,3114.0
3165702128.0,869.0
1394616307.0,871.0
2930903030.0,872.0
3797428218.0,873.0
391486463.0,2239.0
3717400577.0,876.0
3536439299.0,877.0
1426753545.0,879.0
1919813642.0,1749.0
598886413.0,1758.0
2523490319.0,883.0
104974358.0,886.0
2680932378.0,888.0
3821144119.0,898.0
3657566264.0,899.0
3942852667.0,901.0
215066694.0,906.0
3171109900.0,435.0
185988792.0,909.0
888719444.0,1938.0
3661016430.0,1455.0
3698378842.0,913.0
1485326427.0,1954.0
4060702813.0,916.0
722061407.0,917.0
3024685155.0,1974.0
3530762340.0,1976.0
3716821350.0,2975.0
1778878570.0,926.0
2934818931.0,928.0
3277588603.0,2037.0
1272088704.0,2050.0
119572611.0,935.0
315926660.0,2058.0
2581653639.0,937.0
3799238793.0,938.0
786253963.0,940.0
1143785614.0,941.0
2067851411.0,2091.0
2402835482.0,3041.0
2344855714.0,950.0
2032634024.0,3465.0
3504388530.0,2833.0
1406576822.0,958.0
2790394039.0,2352.0
3213093054.0,962.0
283691199.0,963.0
994404544.0,964.0
14813380.0,966.0
2711246540.0,2466.0
177470199.0,2922.0
724060372.0,971.0
1323002069.0,972.0
146589912.0,2267.0
892250330.0,975.0
550209759.0,2286.0
2734393568.0,978.0
2031331565.0,981.0
3237611768.0,2361.0
2729109755.0,528.0
561490172.0,984.0
710658324.0,990.0
362989846.0,991.0
2556455193.0,2445.0
1867671834.0,993.0
3609626909.0,995.0
3781830943.0,331.0
465324329.0,2481.0
2973804842.0,999.0
3022424368.0,1000.0
121407795.0,2509.0
2932574516.0,1003.0
784951605.0,1004.0
3579980088.0,1005.0
3384019258.0,2529.0
1624413919.0,1008.0
2881947964.0,1009.0
1635494206.0,1010.0
1679182144.0,1011.0
2828519747.0,1013.0
2902034762.0,1014.0
1438673227.0,2584.0
4218906960.0,2593.0
2082318676.0,1020.0
710502743.0,1022.0
376809818.0,1024.0
543017310.0,1026.0
699418984.0,1029.0
4010740074.0,1030.0
485509484.0,1031.0
793872755.0,1036.0
2659576180.0,1037.0
125806967.0,1039.0
1293221082.0,1040.0
562694526.0,1041.0
227821952.0,2705.0
1774100886.0,178.0
4188449159.0,1045.0
3712313737.0,1047.0
128166283.0,2737.0
1581525388.0,1049.0
2406443405.0,1050.0
2430035694.0,1461.0
3661605270.0,1054.0
671066522.0,2776.0
366201244.0,1060.0
4108421541.0,1062.0
863701417.0,1063.0
1941146030.0,1065.0
1581997128.0,1066.0
4113836467.0,1067.0
2659667017.0,1331.0
1574094581.0,756.0
2292255175.0,1076.0
3688663497.0,1077.0
1724574161.0,1079.0
41839058.0,1247.0
1945078227.0,2921.0
551700951.0,1082.0
2140367323.0,1084.0
3855157726.0,1085.0
2536016354.0,1086.0
822921699.0,1087.0
3981625830.0,1088.0
1644022252.0,1092.0
1967294964.0,1094.0
907995638.0,3009.0
3771247314.0,1174.0
1619470841.0,1096.0
910289404.0,3025.0
298740821.0,1098.0
1480362498.0,1100.0
174795272.0,1102.0
2367269385.0,1103.0
3204377106.0,1108.0
2129357338.0,1110.0
3421776413.0,1112.0
2116913700.0,1114.0
871664165.0,3290.0
495856172.0,1116.0
900909613.0,2364.0
277219886.0,1118.0
139594293.0,1121.0
1480124983.0,1122.0
1905125954.0,1124.0
3671812676.0,1126.0
3897887302.0,1127.0
1701030471.0,1128.0
1605741128.0,1129.0
871524956.0,1134.0
262695517.0,1135.0
775948897.0,1136.0
3589671529.0,1139.0
4152535659.0,1140.0
1094199917.0,1141.0
3500518001.0,1142.0
506466751.0,2258.0
2176248451.0,1146.0
57895567.0,1148.0
3907627668.0,3405.0
1068804761.0,3422.0
2803952283.0,3430.0
3582446236.0,1152.0
1472531102.0,1153.0
3762856.0,1154.0
3554809628.0,1155.0
3251055280.0,1156.0
710347441.0,1157.0
2717665971.0,1158.0
4112337591.0,1161.0
851544763.0,1164.0
1629162174.0,2882.0
4272745155.0,1168.0
2183219908.0,1169.0
3976252102.0,1170.0
1572162249.0,1172.0
608275154.0,1828.0
689908435.0,1175.0
3760893049.0,1177.0
831744733.0,132.0
913926878.0,1181.0
401894115.0,146.0
3706702972.0,1188.0
3952937710.0,1191.0
770288372.0,196.0
155749111.0,1194.0
2104760106.0,2571.0
71240446.0,218.0
2660068095.0,2289.0
3704515339.0,1201.0
2036861708.0,1202.0
3409201936.0,1206.0
3746597652.0,1209.0
1135405846.0,1210.0
2917649183.0,1298.0
3888565025.0,1213.0
2850515750.0,1195.0
584723240.0,1215.0
199543593.0,336.0
2147815901.0,52.0
1192790833.0,1218.0
894405427.0,1219.0
1425926964.0,1220.0
922536762.0,1223.0
193628988.0,385.0
1309797181.0,1225.0
405179198.0,630.0
1831422783.0,1227.0
2431150913.0,1229.0
233278274.0,1230.0
189960673.0,1927.0
128699208.0,1232.0
2056899406.0,169.0
1608510287.0,1235.0
4277267286.0,1237.0
2374896473.0,454.0
1885207695.0,955.0
1898064737.0,1241.0
3421047650.0,1242.0
438504297.0,495.0
38529900.0,1244.0
412396401.0,1245.0
3241708403.0,525.0
3544271743.0,556.0
4134914945.0,1251.0
15666050.0,1252.0
1866476419.0,1253.0
470264709.0,1254.0
3504622477.0,1255.0
2416569231.0,1256.0
2304674709.0,1258.0
3867257754.0,1259.0
2081278875.0,1147.0
131722143.0,1261.0
2646150048.0,640.0
597789611.0,1265.0
3596815284.0,1266.0
3759631297.0,1268.0
4083223490.0,1269.0
635537227.0,2983.0
1437936582.0,1271.0
3839658957.0,1272.0
922490701.0,2520.0
151276515.0,792.0
4173835236.0,238.0
435866601.0,3000.0
2906852332.0,1284.0
941501424.0,832.0
4034210806.0,1290.0
3785534455.0,1291.0
3905473528.0,1292.0
1214999547.0,1295.0
3314961405.0,1296.0
2168327170.0,2666.0
812100611.0,1301.0
3298692104.0,895.0
446540812.0,907.0
3421907983.0,1305.0
2074416984.0,1306.0
1466372611.0,2254.0
812198935.0,1309.0
1547700058.0,1311.0
892800032.0,1313.0
1859578915.0,1314.0
3276610737.0,3100.0
1464842076.0,1317.0
1732070447.0,1319.0
422128692.0,1321.0
136563772.0,1323.0
214707270.0,1329.0
3724069959.0,1330.0
964193353.0,1068.0
225113954.0,1333.0
724896846.0,1334.0
27472397.0,1947.0
2132896853.0,3171.0
186731606.0,1338.0
3139345593.0,1339.0
4113091686.0,1343.0
890483217.0,1950.0
1281133672.0,1345.0
1916316778.0,1346.0
3866823789.0,1347.0
637979759.0,1348.0
1547750521.0,1351.0
4221947002.0,109.0
657779836.0,1354.0
1309641855.0,1355.0
1543539840.0,1356.0
57560196.0,1211.0
2315750533.0,1359.0
315616399.0,1362.0
1237707923.0,1364.0
546335892.0,1365.0
2667998362.0,1366.0
2619206821.0,1276.0
2886823078.0,1371.0
1808840561.0,2542.0
4289817784.0,1377.0
4067798202.0,1341.0
676539582.0,1380.0
158222197.0,811.0
3189394625.0,1382.0
2490846405.0,1385.0
4207217864.0,1387.0
619728073.0,1388.0
3415207115.0,3378.0
2792025292.0,2523.0
2746559694.0,1391.0
1234980050.0,1392.0
1197239508.0,1401.0
4166159578.0,2381.0
1087081695.0,1397.0
1501711584.0,2223.0
1956637930.0,1402.0
3450391790.0,1404.0
326528240.0,1405.0
1806167282.0,1406.0
1270320376.0,1408.0
2680032505.0,1496.0
1575709954.0,1413.0
2510011606.0,3354.0
1984441612.0,1416.0
81603853.0,1547.0
1198722318.0,1418.0
2845256258.0,778.0
1400704277.0,1420.0
4057451798.0,1421.0
1084009755.0,1423.0
1612639517.0,1424.0
3119066405.0,2127.0
1129975088.0,1432.0
218664243.0,1642.0
1627884852.0,1435.0
4203793720.0,2048.0
2948992316.0,1438.0
3646262592.0,2497.0
340897089.0,2061.0
963325255.0,1687.0
3003100489.0,1442.0
1736035661.0,1444.0
3819482455.0,1446.0
3509464412.0,1447.0
3729493345.0,1449.0
1808911717.0,33.0
4136856940.0,1453.0
3306630510.0,2970.0
876080497.0,1456.0
3045444979.0,1457.0
3877088629.0,1804.0
4112346491.0,1459.0
2275192200.0,1466.0
3115961744.0,1468.0
1121602963.0,1469.0
554233248.0,1473.0
3111587242.0,1476.0
2801913261.0,1948.0
2292977070.0,1478.0
95774621.0,1479.0
4023700917.0,1482.0
1294380470.0,1969.0
2861403575.0,1484.0
714436037.0,1490.0
1963837347.0,834.0
52301276.0,1499.0
3370348001.0,2070.0
521080290.0,1502.0
157732323.0,1503.0
1092218350.0,1506.0
2427375089.0,1508.0
2573356539.0,2138.0
438541117.0,2951.0
2317192710.0,1851.0
2467114242.0,1686.0
3432402448.0,1516.0
2612645396.0,1518.0
1666158101.0,1519.0
1128051289.0,1302.0
3023048216.0,1521.0
3574722077.0,2225.0
42935543.0,1523.0
433974817.0,1524.0
3187461675.0,1526.0
2567114284.0,1527.0
3165597234.0,1531.0
1591840307.0,2281.0
4294270217.0,1535.0
61279800.0,2298.0
3316633147.0,2307.0
4027829823.0,1538.0
2937826883.0,1540.0
3746065989.0,1541.0
2434666055.0,2343.0
124726856.0,1543.0
441200201.0,1544.0
1484713229.0,3349.0
1615064656.0,1548.0
3111947859.0,1550.0
80662100.0,1551.0
182988375.0,2387.0
1341727332.0,1554.0
2110109626.0,2579.0
1174163042.0,1559.0
3160174180.0,2419.0
3273059941.0,789.0
1939639911.0,1498.0
3061108330.0,2435.0
534703725.0,903.0
390794866.0,1566.0
1566551667.0,1567.0
117821048.0,1570.0
3788000892.0,1571.0
4167003777.0,2492.0
3781652098.0,1574.0
2503822984.0,1577.0
267021979.0,1580.0
1787417200.0,1581.0
46861991.0,1725.0
2308848817.0,1316.0
372616876.0,1585.0
1634043849.0,852.0
2777108152.0,1587.0
1094151866.0,1588.0
2952851131.0,1589.0
4116467389.0,1590.0
2554299873.0,654.0
1015049924.0,1593.0
568225478.0,2668.0
1257163.0,1596.0
3766718161.0,2703.0
1131998935.0,1599.0
3779145439.0,2734.0
158502627.0,1607.0
1257934569.0,3240.0
3527479018.0,865.0
4253662503.0,1611.0
1742016237.0,1612.0
2835645053.0,1613.0
1270771444.0,1616.0
1285533434.0,1618.0
3594702588.0,1619.0
569716486.0,1624.0
3493744392.0,1625.0
1118646028.0,1626.0
1755041549.0,1627.0
3811110673.0,1628.0
3559935768.0,1629.0
1856163611.0,1630.0
470564430.0,1631.0
2494672673.0,1632.0
3280760610.0,1633.0
2871398184.0,1635.0
2059693868.0,1638.0
2002825005.0,1639.0
1821355823.0,2935.0
2754340045.0,535.0
1563422519.0,1643.0
4184403768.0,1644.0
2891705652.0,1645.0
1947537211.0,1646.0
2326703934.0,2968.0
4131991365.0,1648.0
1520840518.0,1649.0
1466478409.0,1726.0
1088122699.0,3008.0
1625018191.0,847.0
3360501585.0,1654.0
977096533.0,1655.0
891039579.0,1657.0
2575724380.0,1658.0
2424926057.0,1659.0
3913175832.0,2057.0
1306963824.0,3095.0
333893490.0,1663.0
2842627955.0,1664.0
2790084474.0,1666.0
3598651262.0,1667.0
3701772160.0,1669.0
2219446146.0,1671.0
872843243.0,866.0
1111143713.0,1675.0
3528822674.0,3179.0
386305939.0,1678.0
3936325532.0,1680.0
1404981150.0,3216.0
1193187313.0,2596.0
20688811.0,2104.0
2853515181.0,1689.0
3113996209.0,1690.0
1660064414.0,2002.0
1890627511.0,1694.0
2260168632.0,1695.0
1434742717.0,1696.0
3640913861.0,1697.0
1497722098.0,1699.0
1845333964.0,1701.0
225832912.0,1702.0
73166801.0,1703.0
797700051.0,3348.0
3357044693.0,1705.0
888716623.0,2280.0
2629504988.0,1708.0
2833321952.0,1710.0
1710721019.0,874.0
3111604202.0,1713.0
2572185579.0,1714.0
2221617133.0,1715.0
1065373685.0,1716.0
2359283704.0,3448.0
1002508282.0,1718.0
2144358400.0,0.0
4059254786.0,1720.0
2151395332.0,3241.0
1771663369.0,1724.0
1644675757.0,304.0
2880106515.0,1728.0
3645190166.0,1731.0
2797146136.0,1732.0
1003261977.0,1733.0
4010594330.0,1052.0
599339043.0,1737.0
419508265.0,105.0
2960835250.0,1741.0
3216420911.0,1742.0
785199153.0,1743.0
3114435252.0,1747.0
1968173115.0,151.0
368218175.0,1750.0
570683458.0,1751.0
1182511172.0,181.0
2836033610.0,1754.0
3658068043.0,1755.0
1667321933.0,1756.0
1891242075.0,241.0
513757280.0,1764.0
1141059689.0,1766.0
4061130858.0,1289.0
3817222253.0,500.0
4210077806.0,1987.0
801247343.0,1770.0
1404883058.0,2010.0
2602663273.0,3269.0
1048768634.0,1777.0
2657046652.0,1778.0
3864252545.0,1779.0
2237673603.0,1780.0
2421854341.0,1781.0
136507530.0,1782.0
924930627.0,1784.0
651522193.0,1785.0
2166853780.0,1786.0
2702725269.0,1787.0
4151390359.0,404.0
2986135709.0,2700.0
1758154911.0,1792.0
2516537511.0,1794.0
3086430378.0,446.0
1435692403.0,1799.0
3685699764.0,2819.0
2678173878.0,1801.0
2225983673.0,1802.0
1639616705.0,1805.0
2313941188.0,1806.0
2584465614.0,1809.0
1085755604.0,1812.0
2336269006.0,2736.0
1392865495.0,1815.0
204878041.0,1816.0
2208863950.0,3295.0
411234533.0,1820.0
3142389990.0,605.0
2562715879.0,1822.0
1832407275.0,1823.0
51712238.0,492.0
3871650035.0,635.0
2483400949.0,639.0
60575993.0,1829.0
2130260220.0,1830.0
3350425853.0,1831.0
2476863742.0,659.0
1659875587.0,1833.0
3855200517.0,1315.0
1547096328.0,1836.0
2777682188.0,694.0
742314262.0,1842.0
798781721.0,1844.0
2888331548.0,1846.0
4292202783.0,1847.0
2007396645.0,2371.0
326324523.0,1852.0
1881395523.0,1858.0
1117376840.0,1860.0
3651252553.0,844.0
3995873611.0,1862.0
4240494925.0,1864.0
2956833103.0,1865.0
1540526416.0,1866.0
1310118228.0,1868.0
18403675.0,1870.0
3357978977.0,1873.0
48025958.0,923.0
1330295145.0,3454.0
3185160556.0,2622.0
1735913840.0,1881.0
2328408434.0,1883.0
2424140147.0,2493.0
604664181.0,1885.0
1622684023.0,1464.0
4134559124.0,3415.0
1571344767.0,1889.0
1945629056.0,1890.0
2355196302.0,1892.0
2244055444.0,1894.0
502436245.0,1895.0
1502884246.0,1850.0
3126899100.0,1899.0
3530199455.0,1069.0
2656756466.0,332.0
4075598256.0,1905.0
3791221174.0,1906.0
3342668217.0,1909.0
519926207.0,1143.0
2989142466.0,1913.0
3548320198.0,1915.0
1564103114.0,1165.0
2135077325.0,1917.0
474837456.0,1919.0
1093013972.0,1921.0
3503854040.0,1923.0
3165442525.0,1217.0
2289595681.0,3327.0
1256182240.0,1926.0
1905316321.0,1231.0
87519714.0,1928.0
1686114793.0,1931.0
3822293485.0,1933.0
3408679406.0,1934.0
2990330352.0,1935.0
3120738802.0,1936.0
2122168404.0,2637.0
3520115198.0,1939.0
4113224195.0,1307.0
2837329513.0,192.0
2350354953.0,1944.0
2571596299.0,1945.0
1198436877.0,2059.0
473862671.0,1340.0
1672737297.0,1344.0
3980784151.0,1952.0
3613018202.0,1953.0
697963049.0,1957.0
280945415.0,1959.0
476525107.0,1961.0
1443332873.0,1962.0
4168364602.0,1963.0
2441351741.0,1964.0
819589694.0,2237.0
2476257859.0,1967.0
2640457142.0,1386.0
3536450118.0,1970.0
606532167.0,1971.0
906285644.0,1972.0
336466512.0,1973.0
1352815192.0,1975.0
3814961753.0,1520.0
2478674523.0,1977.0
2007282268.0,1978.0
2584023645.0,1528.0
237580894.0,1980.0
1269019240.0,1985.0
28562031.0,1988.0
2931069552.0,1485.0
2379077800.0,1709.0
1444024960.0,1622.0
936596102.0,1994.0
586519180.0,1995.0
1301975697.0,1997.0
1730433688.0,1999.0
2970555038.0,770.0
3498168993.0,1698.0
2911457959.0,2006.0
2402292397.0,2009.0
1438274224.0,2011.0
1777947317.0,3015.0
2084278972.0,2014.0
1421005503.0,2015.0
1494217410.0,1783.0
565949124.0,2019.0
175198917.0,2020.0
583611083.0,2022.0
3384578765.0,2023.0
1782723279.0,2025.0
2097738457.0,2030.0
2389824220.0,2033.0
3222165626.0,1841.0
2592420575.0,2035.0
1239435542.0,2036.0
3518264036.0,2038.0
2382885606.0,2039.0
1022186216.0,2040.0
2053690102.0,2045.0
2249691904.0,2049.0
3469480706.0,2912.0
3021493001.0,2053.0
1991938829.0,2054.0
3229520661.0,2056.0
2101334808.0,2965.0
3217699612.0,1608.0
849261353.0,2064.0
1292038956.0,2065.0
13579059.0,2067.0
1078121284.0,2069.0
1937757001.0,2071.0
1091227106.0,2073.0
753881937.0,1986.0
944763734.0,715.0
2388218712.0,2077.0
892212061.0,2327.0
3296187235.0,2082.0
3507802980.0,2083.0
1602499431.0,2084.0
2056270699.0,2086.0
3042571116.0,2087.0
3374379886.0,2088.0
591328112.0,2218.0
2915136374.0,2092.0
2790757250.0,2097.0
39662473.0,2284.0
544502666.0,2102.0
1496134540.0,2103.0
571839380.0,2106.0
2996056988.0,2107.0
3896652702.0,2109.0
3542741923.0,2111.0
860074920.0,2112.0
