ID,priority,black,white,ground,file1_col1
1051260193,1,0,0.0,0.0,174
1150966509,1,0,0.0,0.0,175
3796042128,1,0,0.0,0.0,176
4172620178,1,0,1.0,0.0,177
1774100886,1,0,0.0,0.0,178
2712322455,1,0,1.0,0.0,179
1385120152,1,0,1.0,0.0,180
1182511172,1,0,0.0,1.0,181
2726986138,1,0,0.0,0.0,182
1247887771,1,0,0.0,0.0,183
935698844,1,0,0.0,0.0,184
1732641187,1,0,0.0,0.0,185
1760543142,1,0,0.0,0.0,186
4190937511,1,0,1.0,0.0,187
2343281064,1,0,1.0,0.0,188
2428084650,1,0,0.0,0.0,189
2334220717,1,0,1.0,0.0,190
391848367,1,0,0.0,0.0,191
2837329513,1,0,0.0,0.0,192
1108959666,1,0,1.0,0.0,193
3322118580,1,0,1.0,0.0,194
4029776310,1,0,1.0,0.0,195
770288372,1,0,0.0,0.0,196
3265946050,1,0,1.0,0.0,197
3881017796,1,0,1.0,0.0,198
3398115786,1,0,1.0,0.0,199
2877448651,1,0,0.0,0.0,200
751501773,1,0,1.0,0.0,201
2648768974,1,0,0.0,0.0,202
895853008,1,0,1.0,0.0,203
3103965649,1,0,0.0,0.0,204
410565817,1,0,0.0,0.0,205
2557133269,1,0,1.0,0.0,206
2899255767,1,0,0.0,0.0,207
2753938852,1,0,0.0,0.0,208
1373077981,1,0,0.0,0.0,209
3291931107,1,0,0.0,0.0,210
1966350820,1,0,1.0,0.0,211
2976760295,1,0,0.0,0.0,212
2093572584,1,0,1.0,0.0,213
3937534441,1,0,0.0,0.0,214
2566373869,1,0,0.0,0.0,215
153805298,1,0,0.0,0.0,216
3259998708,1,0,0.0,0.0,217
71240446,1,0,0.0,0.0,218
2653471224,1,0,1.0,0.0,219
3241271803,1,0,1.0,0.0,220
4294673526,1,0,0.0,0.0,221
3669713407,1,0,0.0,0.0,222
3034587648,1,0,1.0,0.0,223
1529340418,1,0,1.0,0.0,224
3405480451,1,0,0.0,0.0,225
3422180824,1,0,0.0,0.0,226
1470259719,1,0,0.0,0.0,227
2609250824,1,0,1.0,0.0,228
740557322,1,0,0.0,0.0,229
2324724482,1,0,1.0,0.0,230
1297860013,1,0,0.0,0.0,231
1492746768,1,0,1.0,0.0,232
3836641811,1,0,1.0,0.0,233
1766127022,1,0,1.0,0.0,234
986341913,1,0,0.0,0.0,235
705159706,1,0,0.0,0.0,236
2597683740,1,0,1.0,0.0,237
4173835236,1,0,0.0,0.0,238
1081721374,1,0,0.0,0.0,239
1898758690,1,0,1.0,0.0,240
1891242075,1,0,0.0,0.0,241
2597126692,1,0,0.0,0.0,242
221667877,1,0,0.0,0.0,243
2118422235,1,0,1.0,0.0,244
223183399,1,0,0.0,0.0,245
3211469352,1,0,0.0,0.0,246
241197609,1,0,0.0,0.0,247
1984922154,1,0,0.0,0.0,248
2828198445,1,0,0.0,0.0,249
4076650589,1,0,1.0,0.0,250
2576130613,1,0,0.0,0.0,251
2560197175,1,0,1.0,0.0,252
3395469881,1,0,0.0,0.0,253
1663754816,1,0,0.0,0.0,254
1034805825,1,0,1.0,0.0,255
1271890500,1,0,0.0,0.0,256
1709900358,1,0,1.0,0.0,257
1343382088,1,0,0.0,0.0,258
3033178703,1,0,0.0,0.0,259
2689548880,1,0,1.0,0.0,260
666796625,1,0,0.0,0.0,261
3016565331,1,0,0.0,0.0,262
2052186708,1,0,0.0,0.0,263
3436862222,1,0,0.0,0.0,264
1490195897,1,0,0.0,0.0,265
3813589592,1,0,1.0,0.0,266
2610558998,1,0,0.0,0.0,267
417350235,1,0,0.0,0.0,268
3043181148,1,0,1.0,0.0,269
1728774750,1,0,0.0,0.0,270
271982693,1,0,0.0,0.0,271
311411296,1,0,0.0,0.0,272
2199634529,1,0,1.0,0.0,273
3990389347,1,0,1.0,0.0,274
1287709284,1,0,0.0,0.0,275
4235797096,1,0,0.0,0.0,276
675529322,1,0,0.0,0.0,277
1059373679,1,0,0.0,0.0,278
4062413426,1,0,0.0,0.0,279
440939493,1,0,0.0,0.0,280
1409090165,1,0,0.0,0.0,281
4030374520,1,0,1.0,0.0,282
1837310587,1,0,1.0,0.0,283
369566332,1,0,0.0,0.0,284
100041341,1,0,1.0,0.0,285
4098630272,1,0,0.0,0.0,286
4028572289,1,0,0.0,0.0,287
1352336002,1,0,0.0,0.0,288
1472240406,1,0,1.0,0.0,289
4199744134,1,0,1.0,0.0,290
808370823,1,0,1.0,0.0,291
304628365,1,0,0.0,0.0,292
2933654158,1,0,1.0,0.0,293
1192649359,1,0,1.0,0.0,294
2525946512,1,0,1.0,0.0,295
2434695827,1,0,1.0,0.0,296
4208636014,1,0,1.0,0.0,297
2140529302,1,0,1.0,0.0,298
2873991845,1,0,0.0,0.0,299
437625510,1,0,0.0,0.0,300
2129699496,1,0,0.0,0.0,301
2165359274,1,0,0.0,0.0,302
2489139884,1,0,1.0,0.0,303
1644675757,1,0,0.0,0.0,304
1649287854,1,0,0.0,0.0,305
453935793,1,0,0.0,0.0,306
952656562,1,0,0.0,0.0,307
4205724340,1,0,0.0,0.0,308
1523516089,1,0,1.0,0.0,309
2741191355,1,0,0.0,0.0,310
2928435900,1,0,1.0,0.0,311
3283878590,1,0,0.0,0.0,312
3142525631,1,0,0.0,0.0,313
523649730,1,0,0.0,0.0,314
4123853512,1,0,0.0,0.0,315
274416329,1,0,1.0,0.0,316
1685709517,1,0,0.0,0.0,317
1258242766,1,0,0.0,0.0,318
171775437,1,0,0.0,0.0,319
3225387731,1,0,1.0,0.0,320
3897696981,1,0,1.0,0.0,321
852918999,1,0,1.0,0.0,322
1070883551,1,0,0.0,0.0,323
1258586848,1,0,1.0,0.0,324
4204626657,1,0,1.0,0.0,325
4108976866,1,0,1.0,0.0,326
1712906981,1,0,1.0,0.0,327
3914362602,1,0,0.0,0.0,328
98581287,1,0,0.0,0.0,329
1791967981,1,0,0.0,0.0,330
3781830943,1,0,0.0,0.0,331
2656756466,1,0,0.0,0.0,332
4201267955,1,0,0.0,0.0,333
2118558452,1,0,0.0,0.0,334
4111008501,1,0,1.0,0.0,335
199543593,1,0,0.0,0.0,336
3392054008,1,0,1.0,0.0,337
2196603642,1,0,1.0,0.0,338
1073349371,1,0,0.0,0.0,339
2505499390,1,0,0.0,0.0,340
583967487,1,0,1.0,0.0,341
3559965440,1,0,0.0,0.0,342
65348353,1,0,1.0,0.0,343
1921983235,1,0,1.0,0.0,344
2681979655,1,0,0.0,0.0,345
2386109192,1,0,1.0,0.0,346
1441981193,1,0,0.0,0.0,347
1118339851,1,0,1.0,0.0,348
3051774734,1,0,1.0,0.0,349
4106216208,1,0,0.0,0.0,350
1445397265,1,0,1.0,0.0,351
638078708,1,0,0.0,0.0,352
2825405206,1,0,1.0,0.0,353
2974147351,1,0,0.0,0.0,354
2914370328,1,0,0.0,0.0,355
3376365700,1,0,0.0,0.0,356
3677799199,1,0,0.0,0.0,357
4052460323,1,0,1.0,0.0,358
1936007973,1,0,0.0,0.0,359
806708007,1,0,0.0,0.0,360
1383375656,1,0,1.0,0.0,361
1608631094,1,0,0.0,0.0,362
1696105276,1,0,0.0,0.0,363
2249868093,1,0,0.0,0.0,364
1632207678,1,0,1.0,0.0,365
187263797,1,0,1.0,0.0,366
2222695232,1,0,0.0,0.0,367
851695072,1,0,1.0,0.0,368
2573599555,1,0,0.0,0.0,369
1429955396,1,0,0.0,0.0,370
1590805317,1,0,1.0,0.0,371
2580513606,1,0,0.0,0.0,372
690398023,1,0,0.0,0.0,373
659227466,1,0,0.0,0.0,374
2955338574,1,0,0.0,0.0,375
1437680463,1,0,1.0,0.0,376
3011535696,1,0,0.0,0.0,377
863978321,1,0,1.0,0.0,378
2967610194,1,0,1.0,0.0,379
1550631770,1,0,1.0,0.0,380
2267554653,1,0,1.0,0.0,381
1854694244,1,0,1.0,0.0,382
1160291173,1,0,1.0,0.0,383
4121789286,1,0,1.0,0.0,384
193628988,1,0,0.0,0.0,385
897680871,1,0,0.0,0.0,386
4191216492,1,0,1.0,0.0,387
2922939247,1,0,0.0,0.0,388
1433748338,1,0,0.0,0.0,389
1438113939,1,0,0.0,0.0,390
3111535476,1,0,0.0,0.0,391
32088949,1,0,0.0,0.0,392
3290822121,1,0,0.0,0.0,393
2952594296,1,0,1.0,0.0,394
433057940,1,0,0.0,0.0,395
96967487,1,0,0.0,0.0,396
126837628,1,0,1.0,0.0,397
3194807165,1,0,0.0,0.0,398
1019339646,1,0,0.0,0.0,399
1647534975,1,0,0.0,0.0,400
4229153664,1,0,0.0,0.0,401
1889213735,1,0,0.0,0.0,402
3331728261,1,0,1.0,0.0,403
4151390359,1,0,0.0,0.0,404
2434098060,1,0,1.0,0.0,405
15145794,1,0,0.0,0.0,406
3440096749,1,0,1.0,0.0,407
1849353105,1,0,0.0,0.0,408
286638994,1,0,0.0,0.0,409
171778968,1,0,1.0,0.0,410
2200765337,1,0,1.0,0.0,411
1158059503,1,0,0.0,0.0,412
2989687710,1,0,0.0,0.0,413
3367945120,1,0,1.0,0.0,414
1496245153,1,0,0.0,0.0,415
2661368738,1,0,1.0,0.0,416
598246307,1,0,1.0,0.0,417
2582709158,1,0,0.0,0.0,418
2599715751,1,0,1.0,0.0,419
2431878056,1,0,0.0,0.0,420
1054392476,1,0,0.0,0.0,421
3983721386,1,0,0.0,0.0,422
1285694383,1,0,1.0,0.0,423
526099734,1,0,0.0,0.0,424
3547186101,1,0,0.0,0.0,425
1271940024,1,0,0.0,0.0,426
2976252859,1,0,0.0,0.0,427
2858771388,1,0,1.0,0.0,428
2548695998,1,0,1.0,0.0,429
1855038399,1,0,1.0,0.0,430
1189381056,1,0,1.0,0.0,431
2160640963,1,0,1.0,0.0,432
3076522948,1,0,1.0,0.0,433
3630015435,1,0,0.0,0.0,434
3171109900,1,0,0.0,0.0,435
3008132600,1,0,0.0,0.0,436
2771690453,1,0,0.0,0.0,437
3713369050,1,0,0.0,0.0,438
672097245,1,0,0.0,0.0,439
1828045801,1,0,0.0,0.0,440
4016202730,1,0,1.0,0.0,441
1945779026,1,0,0.0,0.0,442
3845694446,1,0,1.0,0.0,443
1524073455,1,0,1.0,0.0,444
2035074043,1,0,1.0,0.0,445
3086430378,1,0,0.0,0.0,446
2869240831,1,0,0.0,0.0,447
1292968960,1,0,0.0,0.0,448
4157858823,1,0,0.0,0.0,449
1811899403,1,0,0.0,0.0,450
1844839439,1,0,0.0,0.0,451
4284400659,1,0,0.0,0.0,452
2236015636,1,0,0.0,0.0,453
2374896473,1,0,0.0,0.0,454
3939292676,1,0,1.0,0.0,455
3687736346,1,0,1.0,0.0,456
3581273116,1,0,0.0,0.0,457
1376461855,1,0,0.0,0.0,458
1688445104,1,0,1.0,0.0,459
4158479668,1,0,0.0,0.0,460
1249461283,1,0,1.0,0.0,461
4255810597,1,0,0.0,0.0,462
3757048871,1,0,1.0,0.0,463
3008103465,1,0,0.0,0.0,464
4232487981,1,0,1.0,0.0,465
3937788977,1,0,1.0,0.0,466
193651762,1,0,0.0,0.0,467
446301236,1,0,0.0,0.0,468
941974584,1,0,0.0,0.0,469
50381881,1,0,1.0,0.0,470
1939563579,1,0,0.0,0.0,471
3511541392,1,0,0.0,0.0,472
1123247168,1,0,1.0,0.0,473
4180902980,1,0,0.0,0.0,474
2851988555,1,0,1.0,0.0,475
1158259789,1,0,0.0,0.0,476
4227359822,1,0,1.0,0.0,477
1185588306,1,0,1.0,0.0,478
317244499,1,0,0.0,0.0,479
2863858772,1,0,1.0,0.0,480
454796374,1,0,0.0,0.0,481
2202215511,1,0,0.0,0.0,482
3758474328,1,0,1.0,0.0,483
2982068117,1,0,0.0,0.0,484
3856917595,1,0,1.0,0.0,485
3289564253,1,0,0.0,0.0,486
188351587,1,0,1.0,0.0,487
733611111,1,0,0.0,0.0,488
806986857,1,0,1.0,0.0,489
154289260,1,0,1.0,0.0,490
1067025519,1,0,0.0,0.0,491
51712238,1,0,0.0,0.0,492
821933587,1,0,0.0,0.0,493
3590882422,1,0,0.0,0.0,494
438504297,1,0,0.0,0.0,495
1043089241,1,0,0.0,0.0,496
3431474303,1,0,1.0,0.0,497
2692121728,1,0,0.0,0.0,498
4185400452,1,0,0.0,0.0,499
3817222253,1,0,0.0,0.0,500
4222387337,1,0,1.0,0.0,501
1784398986,1,0,0.0,0.0,502
2553488523,1,0,1.0,0.0,503
3994117260,1,0,1.0,0.0,504
4055022445,1,0,0.0,0.0,505
3374695568,1,0,0.0,0.0,506
3027027480,1,0,0.0,0.0,507
1206240403,1,0,0.0,0.0,508
2867346286,1,0,0.0,0.0,509
1698145432,1,0,1.0,0.0,510
3201827993,1,0,0.0,0.0,511
3232900250,1,0,0.0,0.0,512
1428432027,1,0,0.0,0.0,513
3869385888,1,0,1.0,0.0,514
2711708833,1,0,0.0,0.0,515
2493686946,1,0,1.0,0.0,516
1886295579,1,0,0.0,0.0,517
1506690213,1,0,1.0,0.0,518
920454310,1,0,0.0,0.0,519
571753639,1,0,0.0,0.0,520
2401565873,1,0,0.0,0.0,521
1830175915,1,0,1.0,0.0,522
2250073261,1,0,1.0,0.0,523
1899373746,1,0,1.0,0.0,524
3241708403,1,0,0.0,0.0,525
1667204277,1,0,0.0,0.0,526
4281754806,1,0,1.0,0.0,527
2729109755,1,0,0.0,0.0,528
3404801208,1,0,1.0,0.0,529
3058402847,1,0,0.0,0.0,530
646497471,1,0,0.0,0.0,531
1315759297,1,0,0.0,0.0,532
3504637125,1,0,1.0,0.0,533
3802498599,1,0,0.0,0.0,534
2754340045,1,0,0.0,0.0,535
1308222670,1,0,0.0,0.0,536
1588069587,1,0,0.0,0.0,537
2188190934,1,0,1.0,0.0,538
683125625,1,0,1.0,0.0,539
3661513945,1,0,0.0,0.0,540
192734429,1,0,1.0,0.0,541
2374923813,1,0,0.0,0.0,542
274990305,1,0,1.0,0.0,543
32228579,1,0,0.0,0.0,544
3635124854,1,0,0.0,0.0,545
1761051882,1,0,1.0,0.0,546
955049195,1,0,1.0,0.0,547
1938523372,1,0,0.0,0.0,548
2436539631,1,0,0.0,0.0,549
2510893337,1,0,0.0,0.0,550
222815474,1,0,1.0,0.0,551
573138166,1,0,1.0,0.0,552
701883639,1,0,1.0,0.0,553
3298739448,1,0,1.0,0.0,554
377725140,1,0,0.0,0.0,555
3544271743,1,0,0.0,0.0,556
3465635069,1,0,0.0,0.0,557
662078719,1,0,0.0,0.0,558
651003137,1,0,1.0,0.0,559
529753643,1,0,1.0,0.0,560
1569137927,1,0,0.0,0.0,561
1092740361,1,0,0.0,0.0,562
83019021,1,0,1.0,0.0,563
3372492046,1,0,1.0,0.0,564
975258901,1,0,1.0,0.0,565
1397212438,1,0,1.0,0.0,566
3098780951,1,0,1.0,0.0,567
3745842459,1,0,1.0,0.0,568
1427531036,1,0,1.0,0.0,569
2728165595,1,0,0.0,0.0,570
2713115974,1,0,0.0,0.0,571
2880521510,1,0,0.0,0.0,572
742671655,1,0,1.0,0.0,573
3355780392,1,0,0.0,0.0,574
3072508306,1,0,0.0,0.0,575
831407409,1,0,1.0,0.0,576
363750706,1,0,0.0,0.0,577
1938466099,1,0,0.0,0.0,578
1908408542,1,0,0.0,0.0,579
1403577655,1,0,1.0,0.0,580
3575465272,1,0,0.0,0.0,581
1971115572,1,0,0.0,0.0,582
1351345469,1,0,1.0,0.0,583
677864767,1,0,1.0,0.0,584
1894696260,1,0,1.0,0.0,585
1469015365,1,0,0.0,0.0,586
3904963911,1,0,1.0,0.0,587
995632459,1,0,1.0,0.0,588
1617683788,1,0,0.0,0.0,589
2958140749,1,0,0.0,0.0,590
1897915727,1,0,0.0,0.0,591
1939383633,1,0,0.0,0.0,592
3975717091,1,0,0.0,0.0,593
1368417620,1,0,0.0,0.0,594
1785464149,1,0,1.0,0.0,595
1803011641,1,0,0.0,0.0,596
2568684888,1,0,0.0,0.0,597
1154467164,1,0,0.0,0.0,598
3971409246,1,0,0.0,0.0,599
3764143455,1,0,0.0,0.0,600
783765051,1,0,0.0,0.0,601
1731183970,1,0,0.0,0.0,602
4086146619,1,0,0.0,0.0,603
1686676836,1,0,1.0,0.0,604
3142389990,1,0,0.0,0.0,605
1412506982,1,0,1.0,0.0,606
3867444588,1,0,1.0,0.0,607
3410019693,1,0,0.0,0.0,608
3341903218,1,0,1.0,0.0,609
1236739443,1,0,0.0,0.0,610
1399784822,1,0,1.0,0.0,611
2219804033,1,0,1.0,0.0,612
835233154,1,0,0.0,0.0,613
3487499653,1,0,1.0,0.0,614
3154138689,1,0,1.0,0.0,615
2325005705,1,0,0.0,0.0,616
117286282,1,0,1.0,0.0,617
3211797899,1,0,0.0,0.0,618
3082794562,1,0,0.0,0.0,619
138167699,1,0,0.0,0.0,620
1489954197,1,0,0.0,0.0,621
1476494742,1,0,0.0,0.0,622
1142482327,1,0,0.0,0.0,623
4150093211,1,0,1.0,0.0,624
4083738012,1,0,1.0,0.0,625
4072318365,1,0,0.0,0.0,626
3115345311,1,0,0.0,0.0,627
267789728,1,0,1.0,0.0,628
1800560616,1,0,0.0,0.0,629
405179198,1,0,0.0,0.0,630
1460618660,1,0,0.0,0.0,631
410207660,1,0,0.0,0.0,632
3891479981,1,0,0.0,0.0,633
2066892206,1,0,1.0,0.0,634
3871650035,1,0,0.0,0.0,635
3160595433,1,0,0.0,0.0,636
583656889,1,0,1.0,0.0,637
2764520351,1,0,1.0,0.0,638
2483400949,1,0,0.0,0.0,639
2646150048,1,0,0.0,0.0,640
1314981314,1,0,1.0,0.0,641
1029416392,1,0,1.0,0.0,642
635291084,1,0,0.0,0.0,643
1800046030,1,0,0.0,0.0,644
3767100879,1,0,1.0,0.0,645
558360016,1,0,0.0,0.0,646
2459084241,1,0,0.0,0.0,647
1328774706,1,0,0.0,0.0,648
3968607702,1,0,0.0,0.0,649
682059223,1,0,1.0,0.0,650
2083562968,1,0,0.0,0.0,651
2530836730,1,0,0.0,0.0,652
3773146591,1,0,1.0,0.0,653
2554299873,1,0,0.0,0.0,654
2522662375,1,0,1.0,0.0,655
407848430,1,0,1.0,0.0,656
1763665395,1,0,0.0,0.0,657
2126898676,1,0,0.0,0.0,658
2476863742,1,0,0.0,0.0,659
3647849976,1,0,0.0,0.0,660
4021978617,1,0,0.0,0.0,661
3354314235,1,0,1.0,0.0,662
2744010237,1,0,1.0,0.0,663
2058618366,1,0,0.0,0.0,664
662488577,1,0,0.0,0.0,665
2857682435,1,0,1.0,0.0,666
3763824133,1,0,1.0,0.0,667
3734898185,1,0,0.0,0.0,668
913548811,1,0,0.0,0.0,669
4266337807,1,0,0.0,0.0,670
853501460,1,0,0.0,0.0,671
805750294,1,0,0.0,0.0,672
941131288,1,0,1.0,0.0,673
272025115,1,0,0.0,0.0,674
435725854,1,0,0.0,0.0,675
2100676127,1,0,0.0,0.0,676
3885098535,1,0,1.0,0.0,677
3325232683,1,0,1.0,0.0,678
3007915564,1,0,0.0,0.0,679
1234429485,1,0,0.0,0.0,680
535884040,1,0,0.0,0.0,681
3215885875,1,0,1.0,0.0,682
2131158580,1,0,1.0,0.0,683
1885767221,1,0,1.0,0.0,684
3162711607,1,0,1.0,0.0,685
2511439416,1,0,0.0,0.0,686
1698022969,1,0,0.0,0.0,687
2964166239,1,0,1.0,0.0,688
1233995324,1,0,1.0,0.0,689
842294845,1,0,0.0,0.0,690
702596671,1,0,1.0,0.0,691
4080371268,1,0,1.0,0.0,692
4168803909,1,0,0.0,0.0,693
2777682188,1,0,0.0,0.0,694
3302123087,1,0,0.0,0.0,695
509707858,1,0,1.0,0.0,696
2579482196,1,0,1.0,0.0,697
10454613,1,0,0.0,0.0,698
3393062486,1,0,0.0,0.0,699
3799115353,1,0,0.0,0.0,700
3531949659,1,0,0.0,0.0,701
2840495709,1,0,0.0,0.0,702
1122002527,1,0,0.0,0.0,703
366315104,1,0,1.0,0.0,704
341165672,1,0,1.0,0.0,705
603029778,1,0,1.0,0.0,706
2383365747,1,0,1.0,0.0,707
2800633460,1,0,0.0,0.0,708
1738030014,1,0,0.0,0.0,709
396691063,1,0,0.0,0.0,710
477234809,1,0,1.0,0.0,711
1455203962,1,0,1.0,0.0,712
1615472252,1,0,0.0,0.0,713
2444273279,1,0,0.0,0.0,714
944763734,1,0,0.0,0.0,715
1872873092,1,0,0.0,0.0,716
3535808133,1,0,0.0,0.0,717
2440177287,1,0,0.0,0.0,718
1664288393,1,0,1.0,0.0,719
3054511755,1,0,1.0,0.0,720
449480333,1,0,0.0,0.0,721
2657797779,1,0,0.0,0.0,722
2484930196,1,0,0.0,0.0,723
3666201,1,0,0.0,0.0,724
1924105882,1,0,1.0,0.0,725
3512403617,1,0,1.0,0.0,726
463169189,1,0,1.0,0.0,727
939050663,1,0,1.0,0.0,728
2122155690,1,0,1.0,0.0,729
12830381,1,0,0.0,0.0,730
341067441,1,0,1.0,0.0,731
860669619,1,0,1.0,0.0,732
2741083081,1,0,1.0,0.0,733
512681658,1,0,0.0,0.0,734
3959374111,1,0,1.0,0.0,735
3194898111,1,0,1.0,0.0,736
3316377283,1,0,1.0,0.0,737
146654916,1,0,1.0,0.0,738
955357542,1,0,0.0,0.0,739
194913990,1,0,1.0,0.0,740
3120219847,1,0,0.0,0.0,741
729512225,1,0,0.0,0.0,742
2455496398,1,0,1.0,0.0,743
