idnum,HomeScorer_LeaveUnscored
        1257163,44.914576255974168
        3666201,39.393263533933741
        3762856,150.996430282365282
        4643202,38.573300686233829
        8264703,62.422756056014215
        8713623,382.165801916972896
       10216085,138.674884731007154
       10454613,209.978115760921412
       12830381,104.661252617935119
       13579059,82.068138659860395
       14444511,9.752489063839500
       14813380,191.995675694103113
       15145794,216.257661113608634
       15666050,146.577723291049608
       16030619,1.655585715940904
       18403675,227.031137289495973
       20688811,37.243449651421727
       22256316,95.089498641079999
       24755307,9.423542346967837
       26276859,125.470197086530746
       26484175,424.059209790501882
       27194025,331.360692610374713
       27472397,225.987066289649050
       27905466,191.464345516292667
       28562031,46.648286796891284
       32088949,2.040372912148163
       32209495,250.506770144588330
       32228579,58.355741719159582
       32388948,70.021031375258517
       33848378,286.361335717978363
       35886541,298.013006541244863
       37935529,68.106935755206393
       38529900,63.585265437072977
       39662473,90.760379485109240
       40491651,171.675755328892052
       41839058,35.898224097217003
       42935543,124.823376005619608
       46861991,204.958796592193295
       48025958,48.502572055398268
       50076758,45.934896375163333
       50381881,375.289626237147445
       50688849,187.403931281427361
       51712238,45.404378696978362
       52301276,88.168244651245558
       52305841,3.602218073070738
       53815282,162.067860616609664
       54159288,63.991176227200945
       54322946,90.433488109122862
       54866034,58.513810958503889
       57560196,77.479887038240875
       57895567,210.019535457187231
       58196362,45.377476966137706
       60575993,29.467723783379700
       60975052,261.870909811636693
       61279800,145.929975180945092
       61673048,352.115475142024422
       65348353,230.914014090571982
       65797629,141.994169893762631
       68991036,6.044173733357051
       71240446,131.870659627700007
       72718694,66.162589720622762
       73166801,249.059594747235451
       73499309,232.470193862048916
       75390012,436.451786450471843
       76011693,86.481243044682230
       80662100,47.504173371103931
       81603853,169.006460321892007
       83019021,97.868115150589247
       84317600,54.550695973892530
       87519714,70.872029064362977
       87624014,223.702812906300039
       88373450,145.236744400972469
       91675892,126.793100760335633
       91739717,88.931020087558679
       93289481,91.426526779122852
       95774621,244.275267888611410
       96198130,277.966834503807263
       98581287,15.520957229719198
      100041341,262.125363817626408
      102874632,225.406032035565374
      104812720,268.194877349714261
      104974358,226.466645736597570
      105321867,289.415244620449755
      105642960,60.550656224537441
      108655817,258.187759870464674
      110278528,196.044031241756073
      110507344,235.868499925635604
      115271771,128.991842623262528
      116429755,334.697291134932641
      117286282,162.332800252688742
      117821048,131.393438741327969
      118360577,280.448851721013853
      119572611,35.712416599191513
      121318751,330.781969538107433
      121407795,84.538883644379183
      124726856,138.324571070967920
      125806967,137.301217442142359
      126837628,351.483405428132187
      127588095,69.080244602949392
      128166283,234.434709606951884
      128699208,88.614508969504911
      131722143,3.562629338278231
      132953585,276.880352574136623
      135869424,111.543102951872172
      136507530,220.790436612929113
      136563772,265.529790211251907
      138167699,18.472755809180768
      138197111,180.702819128531019
      139594293,115.247278411073808
      146556637,379.302020365078704
      146589912,151.771207278728014
      146654916,67.134981598466709
      146668200,151.131142812863487
      146835745,166.981403139017317
      147615847,310.162938277048283
      148438730,73.423513843155874
      150592548,329.137922879186192
      151276515,238.564785639292580
      153026235,64.476249686323257
      153805298,56.095917833250560
      154289260,50.322624706855464
      154606057,235.392549702486036
      154824772,286.860758277758634
      155749111,150.740954290796822
      156822966,34.954641720304963
      156964214,174.398938998690994
      157732323,181.695690848793504
      158222197,119.969875218323580
      158502627,79.110940987831682
      158940143,229.338700462480716
      159374064,183.545676078526611
      159635782,96.255506328626907
      164953467,109.180747980910382
      169660931,331.413810462535537
      169859367,163.686667973005058
      171698843,94.673093078694066
      171775437,46.014819057316430
      171778968,131.119825889253377
      173299067,222.548633590749915
      173341789,0.523543327323475
      174795272,50.397731513802405
      174906694,175.182460928597919
      175198917,142.237203294341668
      176258242,91.976265099026477
      177470199,95.545809453644992
      178086079,306.535610228054679
      178436741,166.824427853344474
      178871054,28.251760023430897
      179509162,24.312997668100039
      180828873,394.268485569059635
      182988375,114.936489515964510
      183204935,14.833239012641041
      183359707,151.749327420509218
      185188386,23.850079113947555
      185407090,260.030046855630303
      185988792,182.749231758430085
      186731606,12.112155101110890
      187263797,239.775814328632663
      187609815,62.436963384693208
      188351587,213.665865770505945
      189960673,3.727779895349080
      192418760,232.686905435306841
      192734429,392.907582387424952
      193102160,83.683456854465604
      193628988,58.183625548881587
      194913990,394.074007372229744
      195805052,227.595845151221795
      197093544,74.489476518564800
      197165095,277.377717582353057
      199543593,77.435945484037745
      202267452,249.472734114230605
      203774297,123.575497326242669
      203979224,27.553301901062280
      204878041,21.283709892942468
      206055142,117.132064468164813
      206110424,56.486563759994652
      207126743,79.468044135325599
      209158401,321.594701135323760
      209313138,43.403988415259519
      214707270,121.278430371821599
      215066694,260.018611982439836
      218664243,132.157853688938587
      221667877,202.948184949403014
      222170761,111.296055028883316
      222329944,255.808697975645202
      222815474,107.183002779907738
      223183399,279.618397564722670
      224849060,67.211833928873901
      224853921,155.603347551332092
      225113954,230.611502860004862
      225832912,114.542853756765780
      225947859,291.217965632756147
      226736066,131.838962342484052
      227023597,242.091327130814676
      227104646,341.543546394667828
      227245329,18.714454649420055
      227821952,111.876212578517155
      233278274,48.842643796299697
      235994585,242.268023359958306
      237574474,139.287713001293696
      237580894,157.118094394611262
      241197609,72.810035713511525
      242878731,20.637085728950954
      242955686,87.185905194458826
      244462675,185.936641451363840
      245934481,163.709272634908672
      246209747,37.293490570730704
      246808812,156.415918962291784
      250920048,177.674634213893825
      251426884,117.432622899346214
      254693089,358.952863108174768
      254839696,89.747038931803289
      256070847,51.736312546516714
      257654678,162.920393388299658
      260302946,97.084279627833013
      261510752,121.603200269461610
      262695517,27.430690272920828
      264425091,107.948114761621184
      267021979,29.566149756113884
      267269087,79.336258184610287
      267507893,69.756993120047596
      267789728,245.724016005741220
      268442623,24.396147016719887
      271023484,313.916759536824884
      271497799,136.288955523309966
      271982693,56.539710406999156
      272374884,46.474391698152331
      272904435,149.919317541210006
      273670311,159.140589037731161
      273895788,188.511392093650414
      274416329,343.005806745526627
      274990305,342.873098049621035
      275753215,482.932541755518400
      277219886,260.846315467114266
      277784697,147.108485894655018
      279688893,276.989435290072606
      280409396,70.208291472821600
      280722793,103.353368141486939
      280945415,6.205843282272600
      283261510,149.166779735291129
      283691199,123.781822935667549
      284764044,259.219095729416097
      286638994,142.060443558400436
      287219131,180.456755101754965
      288190048,533.881133754216876
      288397188,179.083348080560626
      292889168,4.012025368825532
      294084880,18.923151750517079
      295515825,66.362077487616901
      297135336,217.680503151966178
      298478170,321.629927441262112
      298740821,140.833595134592173
      299878257,321.240451748213502
      300129367,79.772116469851269
      302869304,399.888996830962924
      304628365,207.855310943283428
      304669029,9.760044949688071
      309935240,166.525634950174123
      310050312,206.586876609569714
      311411296,10.867929381510463
      313550011,161.686979529074875
      313775948,136.288109552159284
      314179150,11.220702222972911
      315616399,205.387074595976088
      315926660,138.506248393596337
      317244499,30.784978564452800
      321967324,182.717351751403243
      322304573,51.565957502872990
      322589684,213.565842351260756
      325637099,270.447035872833283
      326115587,164.265889884089887
      326324523,8.467822541154717
      326528240,3.994955169661718
      330002118,103.297232165560800
      333893490,117.423720193034796
      334941208,91.978388692774999
      335181247,36.844944819652980
      336466512,77.907597179243581
      338411911,158.135143560852214
      338923006,96.184140024583883
      339741137,8.895390921905586
      339972341,219.423501525065575
      340897089,145.221756013152088
      340975058,74.583677812686560
      341067441,393.132503815766313
      341165672,125.333609319124776
      351587919,87.292044960393966
      353755139,108.843609808039773
      354131348,45.983746434344560
      358066379,179.444307654930839
      358138185,303.806299890066725
      358260511,42.672111568514751
      358387950,338.323418586996809
      358642912,23.448712614021566
      359864230,85.405634214275707
      361732358,208.913547171660554
      361739092,360.076611057084051
      362989846,255.497639283956403
      363141879,24.607410428660693
      363750706,34.174611077330752
      366201244,139.223470467341656
      366315104,226.184246687105428
      367016021,89.540824231849712
      368218175,105.782933903171084
      369566332,201.746361181275120
      371799902,105.276771224761802
      372616876,94.156507546665182
      372857885,73.335374507254116
      376003904,168.141342343677792
      376028117,308.290851467703988
      376809818,98.742101896804513
      377269886,183.743816359319510
      377551549,250.000703081139534
      377725140,61.291133432550950
      379101712,245.870520990122486
      380673055,210.644018114368777
      384586913,12.050631032557030
      386305939,183.321397869717941
      386698600,122.629157199385887
      389023725,356.558616081806520
      390159033,177.303955325073019
      390345144,374.407547816776628
      390603110,79.395489131936131
      390794866,193.792497957245985
      391231816,129.189974035977968
      391486463,111.695377417944400
      391848367,222.561601599471487
      392377518,78.129725981452268
      394984483,148.111221625292671
      395738321,182.301977062557029
      396691063,108.821007616221735
      401894115,73.814628001285513
      402671324,356.371938221386472
      403494131,187.301683804044359
      403655663,461.745165295986851
      405179198,121.163494464169204
      407848430,257.564595328663358
      410565817,193.534754988750763
      411234533,50.196409219452832
      411660928,257.656105183378543
      412396401,105.472641056463829
      413610202,106.647123420087922
      413972780,78.979212525574397
      415693165,560.654515429880803
      417350235,158.139570161590967
      419379326,392.097784654753525
      419508265,121.510424672011041
      421388363,99.379552784525060
      421583216,91.364103630525108
      422128692,221.733780152802240
      424800740,282.029855937050797
      426711955,396.541667816797599
      427808828,75.941090458396189
      430365671,196.375814469362581
      430414510,251.332236310544772
      432072329,21.044116178257216
      433057940,95.896155598899199
      433974817,130.463393122006494
      434659594,62.079197266939893
      435725854,171.319990310507876
      435866601,138.920306749763000
      436149055,7.462652810269579
      437327904,25.769528039158029
      437625510,4.726654264101025
      437800235,173.020973792930050
      438504297,10.214234357177594
      438541117,141.309055148446078
      440142752,210.936383735436067
      440604078,320.313565471312359
      441200201,40.644621310213815
      443699362,224.615790435976237
      444001845,400.963374565608035
      444450661,153.393242832774774
      446301236,174.539601358302320
      446540812,158.841996313211382
      446740325,315.018960380476699
      448503396,271.684469620295431
      448976352,253.471746988543572
      449480333,14.523702408881361
      449943607,346.524098886125557
      451637719,296.259842950477037
      453500945,59.426783366479306
      453538866,325.047240901347209
      453935793,31.516101580946106
      454796374,131.093300781446089
      456062317,91.089464762271575
      459625222,233.203926227309296
      460028216,235.378419595128975
      461894494,611.469253942445903
      462524822,96.463268169325772
      463169189,139.152999923835949
      463788607,108.186756057289116
      465324329,146.647826237803940
      465532435,198.843000832657509
      466367952,195.540333298063615
      467554528,210.824363213291264
      468416893,235.863694685872588
      470264709,152.503748915180182
      470564430,96.710555470992475
      472389271,0.589080459770115
      473378632,42.371884612760958
      473606287,107.111662808023340
      473862671,126.633314326549623
      474837456,90.442412134799810
      476525107,15.025177045040651
      477234809,235.729342390905202
      479389719,275.072095698881867
      483353625,49.254654328475318
      483865903,185.072216015521491
      484534841,344.066996442938262
      485333393,177.205987957550605
