idnum,HomeScorer_LeaveUnscored,ClustersMLProbScorer_LeaveUnscored,logistic_ensemble_regularization_factor=1e-06,logistic_ensemble_regularization_factor=0.5
     3800760322,0.762629693278054,0.595624773065253,0.500283354807522,0.705665664768283
      353755139,-0.481579108242838,-0.603730719296904,0.499771041277754,0.290756406123535
     2729656324,0.181308691665228,-0.027502605918993,0.500030195870038,0.488907070928330
     2830325078,-0.545277929817686,-0.309218374425819,0.499823041841387,0.389076380749247
     1318838287,-1.410852837244591,-0.898742130392089,0.499520450937521,0.211715259442672
      946176016,-0.335085541040562,-0.662278759773477,0.499787454426232,0.272542570828090
      453500945,-0.934235534166757,-0.762774536099361,0.499645604748926,0.245900256654796
     3191791619,-1.100697662288307,-0.650841401959476,0.499636934085042,0.278775284416241
      839647252,-1.283823981096863,-0.944206961764696,0.499535849027327,0.200241158873049
     2511904795,-1.215878204465872,-0.867364993247613,0.499566319990100,0.219015158114963
     3333611548,-0.487581858013995,-0.671183717640179,0.499755015438749,0.270472748858533
     3737272353,-0.381883025470919,-0.739971986870363,0.499761023563974,0.250340990080321
      185188386,-1.260116918155420,-0.797009191596892,0.499572941346765,0.237643336833850
      573325347,0.750122221343629,0.225530576482231,0.500199509085407,0.579949915089234
     2124324901,-1.180582062300081,-0.804397269046114,0.499587215273219,0.235387672609898
      197165095,1.062187506588532,1.407568928260821,0.500521694821859,0.888954531344440
     1188814891,-0.534451228397783,-0.690780421667492,0.499741339661750,0.264912044371535
      982360109,-1.114863800684292,-0.633787262161012,0.499637850940649,0.283972271353688
     1910931504,-0.835497615996847,-0.760758450853942,0.499665784086924,0.246119520592424
      966934580,0.018500982026458,-0.186841186886396,0.499962630887395,0.430683579227379
     1563967552,0.177764937305306,-0.110988457071154,0.500011137566501,0.457886599207493
     3562463301,-1.407346640950867,-0.944206961764696,0.499511158736902,0.200607118688874
     3795304520,-0.974333122908071,-0.739081595806593,0.499642797491530,0.252652855211771
      421388363,-0.568269544183124,-0.707910793577580,0.499730814685803,0.260086052419228
     1053548620,-1.323411509029181,-0.910268425669651,0.499535395676146,0.208592890235737
      596918352,-0.374833087697199,-0.684755574579655,0.499774569152730,0.266089248980245
     3317047384,0.615329038134934,-0.427256176064561,0.500029085241720,0.343274424239785
     2813616217,-1.208186679536550,-0.790309574817982,0.499584793965567,0.239283914137678
      892067936,-1.193506228975075,-0.784206940175435,0.499589069705166,0.240895316383510
     1650581602,-0.401336723606142,-0.332936217208384,0.499846600393829,0.380072972204655
      595230820,-1.303557871597008,-0.791063764508983,0.499565564950722,0.239400086227714
      271982693,-0.960681022906616,-0.797132857022416,0.499632766837586,0.236608554190973
     2847694951,0.761827595133387,1.656317357774691,0.500516331641959,0.921052222915868
     1811882090,-0.983013280773171,-0.825101910563217,0.499622155441548,0.229228286189330
      377551549,0.811414997932161,0.260468769667707,0.500219439900441,0.592317411681188
