idnum,logistic_ensemble_regularization_factor=1e-06
      132953585,0.500391698295479
      135869424,0.499724089933121
      136507530,0.500150158840287
      136563772,0.500507531830086
      138167699,0.499558703902673
      138197111,0.499937393867410
      139594293,0.499961388314205
      146556637,0.500867342940003
      146589912,0.499837740740317
      146654916,0.499639153943669
      146668200,0.500111937802656
      146835745,0.500025149198182
      147615847,0.500467102344131
      148438730,0.499675892183298
      150592548,0.500601144327204
      151276515,0.500178322217251
      153026235,0.499650630612209
      153805298,0.499626745076888
      154289260,0.499629644028320
      154606057,0.500393676167184
      154824772,0.500585428532996
      155749111,0.499824955886898
      156822966,0.499597763903737
      156964214,0.499959820680815
      157732323,0.500007928962749
      158222197,0.499813878532393
      158502627,0.499706431445357
      158940143,0.500323574925203
      159374064,0.499999190082430
      159635782,0.499732234592032
      164953467,0.499748015672561
      169660931,0.500699625084786
      169859367,0.500178873529766
      171698843,0.499722618126670
      171775437,0.499633629331526
      171778968,0.499776092342610
      173299067,0.500443565584072
      173341789,0.499497878290037
      174795272,0.499650613502349
      174906694,0.499941446867400
      175198917,0.499819266495162
      176258242,0.499725281897576
      177470199,0.499718237226076
      178086079,0.500565819909212
      178436741,0.500097958015732
      178871054,0.499605461784962
      179509162,0.499579249309918
      180828873,0.500729823382950
      182988375,0.499759744956412
      183204935,0.499534071476234
      183359707,0.499813941557848
      185188386,0.499572941346765
      185407090,0.500306678370785
      185988792,0.500155854347676
      186731606,0.499533780909149
      187263797,0.500421654216016
      187609815,0.499710066597095
      188351587,0.500135898960769
      189960673,0.499503745044821
      192418760,0.500190976531388
      192734429,0.500877361548632
      193102160,0.499738625773947
      193628988,0.499627424189116
      194913990,0.500864305433177
      195805052,0.500281862232449
      197093544,0.499660938610098
      197165095,0.500521694821859
      199543593,0.499734703959118
      202267452,0.500202076353692
      203774297,0.499848654757252
      203979224,0.499564961450214
      204878041,0.499556131168618
      206055142,0.499826857922001
      206110424,0.499629028202507
      207126743,0.499699946051882
      209158401,0.500722527520539
      209313138,0.499683903052240
      214707270,0.499812695809750
      215066694,0.500526227465331
      218664243,0.499831532225801
      221667877,0.499966164172673
      222170761,0.499922953304104
      222329944,0.500498203224955
      222815474,0.499770043093628
      223183399,0.500448913769499
      224849060,0.499654651833367
      224853921,0.499885139731077
      225113954,0.500095411889036
      225832912,0.499821902213062
      225947859,0.500432616747362
      226736066,0.499821876968121
      227023597,0.500301346498228
      227104646,0.500709488843057
      227245329,0.499560600823783
      227821952,0.499778352957294
      233278274,0.499613413177412
      235994585,0.500350723605244
      237574474,0.499827033825888
      237580894,0.499866090245194
      241197609,0.499747276189856
      242878731,0.499563229642973
      242955686,0.499709487394187
      244462675,0.500104404087116
      245934481,0.499966540434385
      246209747,0.499628256414303
      246808812,0.500043509814061
      250920048,0.499990726923512
      251426884,0.499777765840358
      254693089,0.500807669804996
      254839696,0.499785396144500
      256070847,0.499632786677872
      257654678,0.499987934479274
      260302946,0.499753333014723
      261510752,0.499795693035725
      262695517,0.499558825581832
      264425091,0.499792235084972
      267021979,0.499561328004111
      267269087,0.499901529382099
      267507893,0.499652555221427
      267789728,0.500464713788342
      268442623,0.499547170487025
      271023484,0.500700513715174
      271497799,0.499803383622102
      271982693,0.499632766837586
      272374884,0.499596461430814
      272904435,0.499821270319738
      273670311,0.499864567402178
      273895788,0.499990873317502
      274416329,0.500627715666628
      274990305,0.500727773826870
      275753215,0.501261373140571
      277219886,0.500456286871198
      277784697,0.499861810963739
      279688893,0.500453348331975
      280409396,0.499658354582917
      280722793,0.499954417220037
      280945415,0.499508282222468
      283261510,0.500165423898363
      283691199,0.499814899233485
      284764044,0.500412196506301
      286638994,0.499875577760245
      287219131,0.500046989372949
      288190048,0.501519422783592
      288397188,0.500151183173070
      292889168,0.499512194226667
      294084880,0.499531566812818
      295515825,0.499676884132470
      297135336,0.499985155269068
      298478170,0.500773712092120
      298740821,0.499998673981974
      299878257,0.500828774411868
      300129367,0.499799975953582
      302869304,0.500865372281189
      304628365,0.500025747015275
      304669029,0.499544678146323
      309935240,0.499925969755488
      310050312,0.500269056033477
      311411296,0.499526811243906
      313550011,0.499856200638084
      313775948,0.499771466386624
      314179150,0.499527457148764
      315616399,0.500178385485560
      315926660,0.499828610650451
      317244499,0.499585727927579
      321967324,0.500043384223751
      322304573,0.499684534084945
      322589684,0.500079796091759
      325637099,0.500513791360951
      326115587,0.499932335256126
      326324523,0.499512423763786
      326528240,0.499504234225881
      330002118,0.499776864012543
      333893490,0.499762516125843
      334941208,0.499725175552491
      335181247,0.499576062491604
      336466512,0.499663619655722
      338411911,0.500136050788272
      338923006,0.499736896976942
      339741137,0.499517100614306
      339972341,0.499974998795116
      340897089,0.499866840995594
      340975058,0.499677988892297
      341067441,0.500866637434928
      341165672,0.499869311405813
      351587919,0.499785353091858
      353755139,0.499771041277754
      354131348,0.499626987097938
      358066379,0.500153106882104
      358138185,0.500610618082087
      358260511,0.499601411583196
      358387950,0.500468550953785
      358642912,0.499553176879063
      359864230,0.499692063032890
      361732358,0.500070783915468
      361739092,0.500656840198720
      362989846,0.500252362391575
      363141879,0.499557180929007
      363750706,0.499605760293431
      366201244,0.499967516479094
      366315104,0.500306758212194
      367016021,0.499720010518906
      368218175,0.499702325879184
      369566332,0.500150179002018
      371799902,0.499810190437250
      372616876,0.499714393712319
      372857885,0.499710468743746
      376003904,0.499880075738241
      376028117,0.500689217761216
      376809818,0.499697849662689
      377269886,0.500149093539937
      377551549,0.500219439900441
      377725140,0.499653295404132
      379101712,0.500386633586901
      380673055,0.500122571211402
      384586913,0.499533668262451
      386305939,0.499961854605474
      386698600,0.499893066004334
      389023725,0.500687043706444
      390159033,0.500026956866701
      390345144,0.500831007220519
      390603110,0.499703285192446
      390794866,0.500044465757667
      391231816,0.500063854491176
      391486463,0.499757138939181
      391848367,0.500127847676528
      392377518,0.499678444331327
      394984483,0.499791419225321
      395738321,0.499937275266897
      396691063,0.499752677082148
      401894115,0.499685770698918
      402671324,0.500859811055669
      403494131,0.500271275463210
      403655663,0.501292974387624
      405179198,0.499781957939903
      407848430,0.500318671566062
      410565817,0.499961947476721
      411234533,0.499656076568826
      411660928,0.500343949170672
      412396401,0.499775703137037
      413610202,0.499855816316884
      413972780,0.499684031309659
      415693165,0.501649663683420
      417350235,0.499892114811396
      419379326,0.500932761064036
      419508265,0.499773206285271
      421388363,0.499730814685803
      421583216,0.499720271831609
      422128692,0.500134173021647
      424800740,0.500598235808545
      426711955,0.500768768672716
      427808828,0.499638308872777
      430365671,0.500237789366727
      430414510,0.500368330424136
      432072329,0.499550134768335
      433057940,0.499751570156014
      433974817,0.499796561503316
      434659594,0.499768313362126
      435725854,0.499938522219800
      435866601,0.499778155311854
      436149055,0.499539624156070
      437327904,0.499572450107349
      437625510,0.499509467920398
      437800235,0.499982422224799
      438504297,0.499525614369484
      438541117,0.499819353037292
      440142752,0.500171328146945
      440604078,0.500684799654251
      441200201,0.499601598067779
      443699362,0.500080053409772
      444001845,0.500966551942592
      444450661,0.499860977262834
      446301236,0.499963975058224
      446540812,0.499855730581279
      446740325,0.500579799711827
      448503396,0.500400564862840
      448976352,0.500357019910690
      449480333,0.499533504734190
      449943607,0.500935994764449
      451637719,0.500549098977930
      453500945,0.499645604748926
      453538866,0.500664607123526
      453935793,0.499583570680286
      454796374,0.499920818885949
      456062317,0.499706634304803
      459625222,0.500169076379028
      460028216,0.500153587964362
      461894494,0.501847164322623
      462524822,0.499745325122121
      463169189,0.499961663568419
      463788607,0.499878400930219
      465324329,0.499866470549739
      465532435,0.499979159787728
      466367952,0.500095799865892
      467554528,0.500092516457831
      468416893,0.500146150332775
      470264709,0.499880033911944
      470564430,0.499744253855974
      472389271,0.499503581247613
      473378632,0.499598350166430
      473606287,0.499895804887400
      473862671,0.499794616933214
      474837456,0.499704578709773
      476525107,0.499560496228052
      477234809,0.500070579109369
      479389719,0.500440690589039
      483353625,0.499622386387623
      483865903,0.500181511926978
      484534841,0.500586409756809
      485333393,0.499937308062284
      485509484,0.499723851116555
      488919411,0.500072319197987
      491535621,0.500125239107541
      493197297,0.499774822017127
      493836051,0.499951156278783
      495856172,0.499527474287295
      496756955,0.501397303747528
      497328452,0.500684778707174
      501962084,0.499983374984178
      502436245,0.500000479715662
      503453855,0.500025243816648
      504520496,0.500359353374114
      506466751,0.499529257285732
      508362269,0.500689347291262
      509707858,0.501152434320006
      509745862,0.500736657379775
      510329964,0.500053227412054
      510492343,0.499892079433254
      511906768,0.499980675989310
      512280408,0.499638833434617
      512334274,0.500362720902174
      512681658,0.499685926690230
      513757280,0.499667163487273
      519627787,0.499883707738964
      519926207,0.499610879785080
      521080290,0.499795134790917
      522760195,0.500350624671832
      522795721,0.500729048815763
      523649730,0.499664508981795
      523782723,0.501014740745418
      525997655,0.499968953043652
      526099734,0.499827022877725
      526660911,0.500266521252522
      526977776,0.500453319912984
      529738474,0.499974870463642
      529753643,0.499986541068322
      531245106,0.499820607188369
      534554350,0.499519806039172
      534703725,0.499927890606836
      535884040,0.500298318137927
      537584677,0.499843370469665
      537633146,0.499912355599161
      538404590,0.499763460153870
      538766771,0.499792897381109
      543017310,0.499556590005479
      543268629,0.500141002713503
      544502666,0.499742597946107
      546335892,0.499785015718259
      550209759,0.499621994606260
      551057472,0.499735957680616
      551700951,0.499726428316542
      552560514,0.499564961450214
      554056686,0.499892499486097
      554233248,0.499914201710853
      558360016,0.499906115376261
      561490172,0.499939133601282
      562036278,0.500279294414241
      562694526,0.499589711620470
      565949124,0.499636031741765
      568225478,0.499551199660414
      569716486,0.499961396208965
      570683458,0.499871946867851
      571367201,0.500302577531130
      571753639,0.499639717058455
      571839380,0.500214375069635
      573138166,0.499810126974525
      573325347,0.500199509085407
      575285667,0.500470656291012
      577097781,0.499652827776209
      580103847,0.499598181447308
      581685157,0.500701066274671
      581888358,0.499695796810211
      582489655,0.499523950968932
      583376511,0.499567482666052
      583611083,0.500570718886334
      583656889,0.499997885856047
      583967487,0.501135059180623
      584723240,0.499737378196664
      586021554,0.499609086858906
      586275045,0.500012353614970
      586519180,0.499695608118648
      588075369,0.499867442164621
      588242317,0.499801958388016
      590846608,0.500271460399325
      591328112,0.500186160093727
      595230820,0.499565564950722
      596918352,0.499774569152730
      597789611,0.499547458690851
      598246307,0.500512851870481
      598886413,0.499854483183075
      599339043,0.499865083244103
      599457430,0.499767538520366
      602085114,0.500189337382803
      603029778,0.500465724392676
      604664181,0.499839945626151
      606248839,0.500016054915818
      606532167,0.499967597046291
      608255149,0.500249783484814
      608275154,0.499868446292135
      611202773,0.500083721153537
      616526268,0.499895931441232
      617879162,0.499581629158876
      619728073,0.499882027200182
      622466425,0.499676204771446
      625031019,0.499885423280249
      625179483,0.499630536479988
      626339741,0.500203312067401
      627261626,0.499867398306316
      635291084,0.499592895724701
      635537227,0.499715524366853
      637597144,0.501169922489607
      637979759,0.499732067269405
      638078708,0.499961821842529
      639244931,0.499624353175867
      644607191,0.500474510128548
      646497471,0.499582108908071
      651003137,0.500644741898243
      651050282,0.499516042755754
      651522193,0.500158526191806
      654240762,0.501033201983448
      655085531,0.500103164837291
      657779836,0.500040362970817
      658871276,0.500462044806873
      659227466,0.499585798428853
      659583424,0.500424826430472
      662078719,0.499668932416500
      662488577,0.499796812168844
      665528729,0.500528047415131
      666796625,0.499750054983440
      669817356,0.499606674241999
      670357906,0.499776684987444
      670366919,0.499588693962759
      671066522,0.499661069864385
      672097245,0.500272993853657
      673526084,0.499763714286565
      675347337,0.499874715086368
      675529322,0.499838868953847
      676539582,0.499549784901298
      677864767,0.500063639383544
      678940729,0.499810801450289
      682059223,0.499965414642323
      683125625,0.500676561019514
      683884880,0.500717213568305
      686342322,0.499762404638253
      687684225,0.499833239259005
      689141496,0.500598251206421
      689223691,0.500074342236021
      689772978,0.499609061777657
      689908435,0.500183084116182
      690398023,0.499739294084408
      696685957,0.499739773195224
      697006387,0.499590140741915
      697364166,0.499647242906268
      697963049,0.499556400275682
      698088705,0.499715165423356
      698265621,0.500728231202198
      699418984,0.499830779380421
      701883639,0.500363226501781
      702596671,0.500219504683079
      702889076,0.499616814476185
      705066247,0.499571534079676
      705159706,0.499936233249781
      705322684,0.500838974117186
      705610059,0.499714020254802
      705820785,0.500529101868179
      706602757,0.501285720846827
      707053711,0.500156265051558
      708375566,0.500506991565346
      708721154,0.499708600653466
      709339942,0.500653186773577
      710347441,0.499984923212399
      710502743,0.499638914144684
      710658324,0.500226769263588
      712148823,0.500141682553550
      713408414,0.499885123604884
      713804506,0.500530904689498
      714436037,0.500283450450065
      714721769,0.499852217266549
      715610178,0.499843864472457
      717244866,0.499730646250928
      717320052,0.500910520183178
      720386308,0.499569489251237
      720672552,0.499517100614306
      722061407,0.500202099536603
      724060372,0.499508260303275
      724896846,0.499662712269276
      726242011,0.499898444987790
      726718481,0.500284531999699
      729505721,0.499978321777431
      729512225,0.499787555136340
      730261418,0.500391417688966
      733611111,0.499985727527373
      733976499,0.500294558292397
      734178203,0.500048816102334
      737203963,0.501192106047147
      738039210,0.499506172701732
      739218891,0.499520546578588
      739521277,0.500962047414642
      740557322,0.499812948663773
      742314262,0.499780094715049
      742671655,0.499720034442861
      743414577,0.500542984638771
      744338799,0.500480299114155
      744541799,0.500627896932434
      744663868,0.499671982613752
      745965706,0.501430375191441
      751501773,0.499936138447428
      753881937,0.499697521243050
      760048671,0.500535246245385
      764009382,0.499612919817231
      764501827,0.499614195462809
      767754035,0.499834821504360
      768578084,0.499829375434479
      770288372,0.499926888486206
      771340907,0.499552177985462
      773332920,0.499589524654020
      775948897,0.499616388957325
      777180973,0.501163268302325
      779665589,0.499710964680648
      783765051,0.499696774843239
      784951605,0.499631766857008
      785199153,0.499655997195744
      786253963,0.500507351417536
      787487372,0.500242251456727
      787896922,0.499594254908080
      788560084,0.499500081529558
      788922738,0.499917603046104
      789592262,0.500076285954869
      789759910,0.500884924559995
      791486108,0.499533329333134
      792582166,0.500203734409445
      793872755,0.499726768722950
      796224186,0.500076829680331
      797700051,0.499915145154792
      798713773,0.500609109114033
      798781721,0.499738376577361
      799037499,0.500797207891216
      799989205,0.499686246974591
      801151677,0.500245459758047
      801247343,0.500110580489435
      803130962,0.500046887564442
      805615667,0.499578790387161
      805750294,0.499618296612199
      806708007,0.499617541980765
      806986857,0.500890412602350
      808370823,0.500252005319502
      808714118,0.500009210761369
      808939678,0.500228666287416
      811299227,0.500801899670034
      812100611,0.500141156138194
      812198935,0.499686215819984
      819556357,0.500168320100413
      819589694,0.499921883493242
      819690133,0.500491629289968
      821933587,0.499663390634322
      822921699,0.499714790339601
      823884110,0.500361003012237
      825690832,0.501112578113908
      827279254,0.500917346501179
      829076517,0.500506707772911
      829192364,0.500407258228259
      830668318,0.500914318331521
      830690443,0.499547915636883
      831407409,0.501002678939612
      831744733,0.500089283145156
      833462533,0.499555156922278
      835233154,0.499756650985113
      835544864,0.499839748567191
      837168258,0.500688495078182
      837727334,0.500408271050169
      839647252,0.499535849027327
      842294845,0.499740828187648
      844303563,0.500431403802869
      848662249,0.499563229642973
      849261353,0.499730263230061
      849774440,0.499662407251148
      851544763,0.499682934458025
      851695072,0.500309487663317
      852918999,0.499990632652275
      853501460,0.499872661383170
      854116106,0.500017844069551
      856808662,0.499955137834050
      858350469,0.499847790520430
      860074920,0.499503581247613
      860669619,0.500202235425264
      862638253,0.499744435377432
      863701417,0.499894615332622
      863978321,0.499836954460526
      865197954,0.499672924778945
      865208268,0.500244825598457
      865973392,0.500656078607117
      866073317,0.499514373805917
      867036895,0.500343602843462
      869527661,0.500550742562584
      871524956,0.500037532091655
      871664165,0.499851868935334
      872843243,0.500203491629210
      873627318,0.499828244028715
      873911567,0.500058848351111
      874215730,0.500041521575350
      875118281,0.499501785091905
      875764320,0.499578690676869
      876080497,0.499511386118740
      878579529,0.499803411300552
      880517009,0.499987704571940
      881204355,0.500025150785580
      884695447,0.499813691685750
      884763618,0.499718915758546
      885349487,0.499806666260724
      886897913,0.499524921223696
      887226072,0.499644341320486
      888716623,0.499734124915799
      888719444,0.500088061942343
      890483217,0.499657322165300
      890900717,0.500887648927689
      891039579,0.499793633411386
      892067936,0.499589069705166
      892212061,0.499954594174306
      892250330,0.499901452578820
      892800032,0.499954656589019
      893065444,0.499519806039172
      894198086,0.500108531313950
      894405427,0.499604287092805
      895853008,0.500214372131020
      897123075,0.499709479713996
      897680871,0.499872045631377
      900909613,0.500208613576219
      903219453,0.500455535206724
      903249092,0.500256689686239
      903669618,0.500542562191176
      906285644,0.499561287301471
      906519175,0.500058552498752
      907217745,0.500296572386270
      907995638,0.500176130469961
      908877348,0.499752523119260
      910289404,0.499852932075738
      913548811,0.499503581247613
      913926878,0.499503581247613
      920454310,0.500578363727259
      922490701,0.499683571849312
      922492103,0.499794776423745
      922536762,0.499537030324980
      923564528,0.500238148507225
      924930627,0.499826444265816
      925185965,0.499661481515007
      925630280,0.499966004338062
      926233925,0.500002560718698
      927241245,0.500443417830798
      927439134,0.499658165624516
      928131429,0.499761408284955
      929500382,0.500505206245793
      932018235,0.499806952461023
      932664477,0.499661949485791
      933075164,0.500642887841142
      936201299,0.500655619235288
      936596102,0.499870867806072
      939050663,0.500601784873549
      940701851,0.500083228376406
      940857718,0.500698760102482
      941131288,0.500261630406604
      941501424,0.499531278074733
      941771033,0.500287144384664
      941974584,0.499789128717276
      942615776,0.500376044780721
      942952452,0.500506555987186
      943568795,0.500755656783814
      943707226,0.499898849279092
      944157726,0.499801942328916
      944763734,0.499877463737704
      945307889,0.500245089510699
      946176016,0.499787454426232
      947148085,0.499824473178523
      948245034,0.499902999096376
      948967429,0.499641904692628
      949631785,0.499727430585209
      952656562,0.499742916941950
      953476577,0.499842798447263
      953585030,0.499735090977498
      953718597,0.500791496334909
      955049195,0.499659900000959
      955357542,0.500007146110183
      957332047,0.499830296765205
      958228198,0.500964641638845
      958658909,0.499572870339307
      959916286,0.500302707561402
      962120049,0.500546122780966
      962614151,0.499963227441931
      963325255,0.500234151071627
      964193353,0.499877439820692
      964214726,0.500554604870863
      966775199,0.500071833871557
      966934580,0.499962630887395
      968305142,0.500178505902891
      970193724,0.499584207984524
      975033642,0.500596770955330
      975258901,0.499631804757282
      976910388,0.500040934720313
      977096533,0.500116378457674
      978070867,0.499712783800129
      981652924,0.500491880422868
      982299277,0.499575075643629
      982360109,0.499637850940649
      986341913,0.499890842760313
      987058389,0.500857439757442
      991469263,0.499946474705284
      991566113,0.499656610718877
      992893661,0.500692573130178
      994404544,0.499797041451520
      995632459,0.501758853011648
     1000660300,0.500039381961789
     1002508282,0.499589076816784
     1002887023,0.500699278045832
     1003261977,0.499646759606592
     1003888808,0.499531181433523
     1009881948,0.499712207781700
     1014196308,0.499754668922312
     1015049924,0.499560250870641
     1015923445,0.499813427784700
     1019198242,0.499637247972850
     1019339646,0.500234978990697
     1022186216,0.499556488212400
     1027169090,0.499514043955753
     1029416392,0.500742447394647
     1032513984,0.501077566663376
     1034805825,0.500744813536289
     1035902579,0.500483526081723
     1037939704,0.499751373277321
     1039301878,0.500526721776954
     1043089241,0.499719114858814
     1043562783,0.499653399502848
     1048768634,0.499558264067258
     1050025814,0.500348488320039
     1050898424,0.500775449492100
     1051260193,0.499789726566186
     1053548620,0.499535395676146
     1054392476,0.499553322505866
     1059373679,0.500720788493301
     1060059945,0.499752918258192
     1065344433,0.500709701002077
     1065373685,0.499750121715335
     1067025519,0.500262978709227
     1068725161,0.500845542235351
     1068804761,0.499882822683222
     1069350779,0.499507616603836
     1070883551,0.499626405032166
     1071396361,0.499666522745028
     1072308446,0.500383399351994
     1072588745,0.500032700989826
     1073349371,0.499599047373561
     1077458166,0.499651738811346
     1078121284,0.499537810880962
     1079161931,0.499825161169231
     1081108256,0.501325860132803
     1081721374,0.499777390431027
     1082086708,0.499598207776874
     1084009755,0.499797134606230
     1085602029,0.500081660349681
     1085755604,0.499786856249195
     1086955232,0.500073654245855
     1087081695,0.499556942487216
     1087592563,0.499705243164163
     1087905599,0.500746594420963
     1088122699,0.499821489916091
     1088675114,0.500089517855517
     1088854352,0.500306507147736
     1091227106,0.500052802028711
     1092218350,0.499533852736616
     1092740361,0.500251653483387
     1093013972,0.499549129750523
     1094151866,0.499520244041574
     1094199917,0.499526127351003
     1098125924,0.499946053490562
     1101158478,0.499760522774153
     1101745897,0.499833403447353
     1105067091,0.499602118116716
     1105444833,0.500938124749030
     1107449997,0.500002824661019
     1107905072,0.499592477851326
     1108729241,0.499645929522559
     1108959666,0.500007052786921
     1109121263,0.499847870658894
     1109564424,0.499687237898570
     1111143713,0.500100055184934
     1113443869,0.499978304000774
     1116599329,0.499943093197003
     1117376840,0.499738159566145
     1118339851,0.499740035649640
     1118646028,0.499866544837769
     1118838963,0.501215351271070
     1120148704,0.500499977609100
     1120441496,0.499869199143600
     1121602963,0.499546876809750
     1122002527,0.499802388727357
     1123247168,0.500129587938364
     1125007695,0.499616481685172
     1126746995,0.499607673510667
     1128051289,0.499780013003067
     1129975088,0.499597457485382
     1130470487,0.499748880544549
     1130658284,0.500578841066923
     1131998935,0.499936569149763
     1132714357,0.499837831886941
     1134182585,0.499652555221427
     1134443164,0.500061682208576
     1135177319,0.499820179206820
     1135370468,0.499719581086254
     1135405846,0.500027336935312
     1138144104,0.499869841797545
     1139621696,0.499792141908066
     1141059689,0.499551972705525
     1141589906,0.500422781687993
     1142482327,0.499629968873844
     1143029381,0.499849546826491
     1143364355,0.499628937955882
     1143785614,0.499656674342894
     1143826247,0.499629983015846
     1145519935,0.500421077166421
     1148893818,0.499535555511596
     1150966509,0.499517351451567
     1151619985,0.500222112055949
     1154247915,0.500416237604270
     1154467164,0.500051573061262
     1154780517,0.499997443730954
     1154924059,0.500213352839924
     1155626003,0.500378938024204
     1156633980,0.499553254793903
     1157225708,0.499541359496045
     1158059503,0.499802478305597
     1158259789,0.500348464444351
     1160291173,0.500130044459596
     1160487773,0.500236532728735
     1161236228,0.500066798824608
     1162879243,0.499511167384561
     1165357540,0.499570702581684
     1166358001,0.499815787890725
     1169204003,0.500171877057635
     1169567864,0.500134773936793
     1171027314,0.499866025940836
     1171216312,0.500317590282179
     1174044620,0.499904745527686
     1174136050,0.500234974116625
     1174163042,0.499533588064637
     1175566970,0.499778234567762
     1177315202,0.499742827855987
     1181098320,0.499540547176062
     1182511172,0.500117241551925
     1185588306,0.499751244932706
     1186618419,0.499818058126293
     1188789953,0.500410984659223
     1188814891,0.499741339661750
     1189280839,0.500329435263144
     1189381056,0.501051452719188
     1190760738,0.500773488397737
     1191354555,0.500164789653842
     1191531607,0.500134450290036
     1191894799,0.499767512631164
     1192649359,0.500646203456271
     1192790833,0.499504234225881
     1192972458,0.500043030946572
     1193187313,0.499924687387883
     1193485629,0.499831693141600
     1194400862,0.499686725367718
     1194652849,0.500078288433544
     1197239508,0.499898645277576
     1198436877,0.499654079530321
     1198722318,0.500419147079206
     1200379445,0.499523408277079
     1200462129,0.499626419485420
     1200830187,0.499682221584345
     1200888092,0.500803199409147
     1204391713,0.499817658858296
     1205089754,0.499959862816050
     1205966543,0.499850055398465
     1206240403,0.499590029432620
     1206383312,0.499926644396521
     1210625435,0.500907431137162
     1211170095,0.499616583505372
     1211938659,0.499684322527270
     1212634670,0.500082150019626
     1214999547,0.499507948025119
     1220720897,0.500076286115036
     1221009051,0.499853406593500
     1224335645,0.499792532947670
     1226537542,0.500345476054080
     1227471515,0.499503581247613
     1228470659,0.500402029068894
     1233995324,0.499756220828873
     1234429485,0.499824155787280
     1234980050,0.499574443327723
     1235516601,0.499948945133204
     1235709666,0.499584144821238
     1236739443,0.500387405602922
     1236740319,0.499880741803896
     1237707923,0.499601523630389
     1239109318,0.499675646211223
     1239435542,0.499521374504105
     1240241112,0.499833063614233
     1241464267,0.499649456142945
     1247887771,0.499534055506917
     1249461283,0.500414604268490
     1251667674,0.499785186395465
     1255956033,0.499568459589206
     1256092655,0.499908523984992
     1256182240,0.499596826473851
     1257934569,0.499594925122450
     1257985474,0.499931119446821
     1258242766,0.499571855170597
     1258586848,0.500061459498781
     1258612476,0.500368487769103
     1260751404,0.500397248012260
     1260887373,0.499707591204101
     1266669247,0.499959070672297
     1269019240,0.499935533896043
     1270320376,0.500275632739364
     1270771444,0.499965878350159
     1270992390,0.500542492254978
     1271890500,0.499551141696488
     1271940024,0.499658809231334
     1272088704,0.499900807344085
     1275393695,0.499771142227249
     1278208188,0.499602079863548
     1280655880,0.500443531564808
     1281133672,0.499585727927579
     1283660428,0.500255434279312
     1284511760,0.499973405286431
     1285271630,0.499925548744268
     1285533434,0.499768367983227
     1285694383,0.500383359874278
     1287709284,0.499792199742583
     1289569344,0.499545013122600
     1291618082,0.499745066022042
     1291784888,0.500536720722282
     1292038956,0.500147809616909
     1292558120,0.500156781157934
     1292968960,0.499874129228873
     1293221082,0.499705080569868
     1294380470,0.499743036237358
     1295580580,0.499638347271588
     1296655173,0.500160020048339
     1297860013,0.499856743845911
     1300567917,0.499652790430065
     1301975697,0.499977541165642
     1304642464,0.500747809121531
     1305760850,0.499726299633756
