user_id,score,origin_id
1257163,0.0,93b6805243a9b6f4a62fe932676f24ca
3666201,0.0,93b6805243a9b6f4a62fe932676f24ca
3762856,3.431e-22,93b6805243a9b6f4a62fe932676f24ca
4643202,0.0,93b6805243a9b6f4a62fe932676f24ca
8264703,0.0,93b6805243a9b6f4a62fe932676f24ca
8713623,1.0,93b6805243a9b6f4a62fe932676f24ca
10216085,0.0,93b6805243a9b6f4a62fe932676f24ca
10454613,0.0,93b6805243a9b6f4a62fe932676f24ca
12830381,0.0,93b6805243a9b6f4a62fe932676f24ca
13579059,0.0,93b6805243a9b6f4a62fe932676f24ca
14444511,0.0,93b6805243a9b6f4a62fe932676f24ca
14813380,0.0,93b6805243a9b6f4a62fe932676f24ca
15145794,0.0,93b6805243a9b6f4a62fe932676f24ca
15666050,0.0,93b6805243a9b6f4a62fe932676f24ca
16030619,0.00497940968873,93b6805243a9b6f4a62fe932676f24ca
18403675,0.0,93b6805243a9b6f4a62fe932676f24ca
20688811,0.0,93b6805243a9b6f4a62fe932676f24ca
22256316,0.547308366174,93b6805243a9b6f4a62fe932676f24ca
24755307,0.0,93b6805243a9b6f4a62fe932676f24ca
26276859,1.0,93b6805243a9b6f4a62fe932676f24ca
26484175,1.0,93b6805243a9b6f4a62fe932676f24ca
27194025,1.0,93b6805243a9b6f4a62fe932676f24ca
27472397,1.01875256225e-14,93b6805243a9b6f4a62fe932676f24ca
27905466,1.0,93b6805243a9b6f4a62fe932676f24ca
28562031,0.0,93b6805243a9b6f4a62fe932676f24ca
32088949,0.00056608700324,93b6805243a9b6f4a62fe932676f24ca
32209495,1.0,93b6805243a9b6f4a62fe932676f24ca
32228579,0.0,93b6805243a9b6f4a62fe932676f24ca
32388948,0.0,93b6805243a9b6f4a62fe932676f24ca
33848378,1.0,93b6805243a9b6f4a62fe932676f24ca
35886541,1.0,93b6805243a9b6f4a62fe932676f24ca
37935529,0.0,93b6805243a9b6f4a62fe932676f24ca
38529900,0.0,93b6805243a9b6f4a62fe932676f24ca
39662473,0.0,93b6805243a9b6f4a62fe932676f24ca
40491651,0.0,93b6805243a9b6f4a62fe932676f24ca
41839058,0.0,93b6805243a9b6f4a62fe932676f24ca
42935543,0.0,93b6805243a9b6f4a62fe932676f24ca
46861991,0.0,93b6805243a9b6f4a62fe932676f24ca
48025958,0.0,93b6805243a9b6f4a62fe932676f24ca
50076758,0.0,93b6805243a9b6f4a62fe932676f24ca
50381881,1.0,93b6805243a9b6f4a62fe932676f24ca
50688849,0.999962431933,93b6805243a9b6f4a62fe932676f24ca
51712238,0.0,93b6805243a9b6f4a62fe932676f24ca
52301276,0.0,93b6805243a9b6f4a62fe932676f24ca
52305841,3.42621336352e-06,93b6805243a9b6f4a62fe932676f24ca
53815282,1.0,93b6805243a9b6f4a62fe932676f24ca
54159288,0.0,93b6805243a9b6f4a62fe932676f24ca
54322946,0.0,93b6805243a9b6f4a62fe932676f24ca
54866034,1.41389807107e-07,93b6805243a9b6f4a62fe932676f24ca
57560196,0.0,93b6805243a9b6f4a62fe932676f24ca
57895567,1.56654674684e-08,93b6805243a9b6f4a62fe932676f24ca
58196362,0.0,93b6805243a9b6f4a62fe932676f24ca
60575993,0.0,93b6805243a9b6f4a62fe932676f24ca
60975052,1.0,93b6805243a9b6f4a62fe932676f24ca
61279800,0.0,93b6805243a9b6f4a62fe932676f24ca
61673048,1.0,93b6805243a9b6f4a62fe932676f24ca
65348353,1.0,93b6805243a9b6f4a62fe932676f24ca
65797629,0.0,93b6805243a9b6f4a62fe932676f24ca
68991036,0.430622475111,93b6805243a9b6f4a62fe932676f24ca
71240446,0.0,93b6805243a9b6f4a62fe932676f24ca
72718694,0.0,93b6805243a9b6f4a62fe932676f24ca
73166801,0.999959449491,93b6805243a9b6f4a62fe932676f24ca
73499309,1.69473765828e-09,93b6805243a9b6f4a62fe932676f24ca
75390012,1.0,93b6805243a9b6f4a62fe932676f24ca
76011693,0.0,93b6805243a9b6f4a62fe932676f24ca
80662100,0.0,93b6805243a9b6f4a62fe932676f24ca
